pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_teff,st_logg,st_rad,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_dist,st_pmra,st_pmdec,tfopwg_disp
8.4071591,5.002,533.0,10.1248,114.149,910.0,11.6522,4642.6,,4.71,2.23e-05,-2.23e-05,0.226,-0.226,22.5152,-22.5152,,,,,,,0.007,-0.007,49.94,-49.94,29.9,-29.9,,,,,878.43,-1.278,-6.778,KP
3.3885867,1.377,639.0,6.12917,1838.7,1824.0,9.82614,6148.7,4.25,1.34,1.43e-05,-1.43e-05,0.4,-0.4,948.512,-948.512,1.73718,-1.73718,,,,,0.006,-0.006,2.224,-2.224,149.0,-149.0,0.09,-0.09,0.09,-0.09,183.637,21.05,-28.271,PC
3.2810299,1.9734854,1163.604026,2.5044826,161.2475751,908.8517497,11.1983,4783.6,4.59,0.735345,1.58e-05,-1.58e-05,0.3763437,-0.3763437,86.45212,-86.45212,1.9360542,-1.9360542,,,,,0.006,-0.006,0.71,-0.71,103.0,-103.0,0.08,-0.08,0.0434171,-0.0434171,123.438,-4.872,-15.641,KP
8.4388997,2.5274041,1269.203073,3.0161255,45.7571538,663.3374243,11.1983,4783.6,4.59,0.735345,6.15e-05,-6.15e-05,0.3636574,-0.3636574,143.41447,-143.41447,0.4686422,-0.4686422,,,,,0.006,-0.006,0.71,-0.71,103.0,-103.0,0.08,-0.08,0.0434171,-0.0434171,123.438,-4.872,-15.641,KP
1.0754572,1.832,690.0,8.40705,3593.53,2156.0,10.4406,6290.0,3.49,3.29,8.38e-05,-8.38e-05,0.258,-0.258,0.830544,-0.830544,0.567744,-0.567744,,,,,0.014,-0.014,17.201,-17.201,152.2,-152.2,0.09,-0.09,0.18,-0.18,588.788,7.881,-4.025,FP
5.909621,2.784,435.0,2.96154,468.76,1296.0,9.02342,6710.0,4.21,1.55,2.19e-05,-2.19e-05,0.742,-0.742,22.2911,-22.2911,0.165651,-0.165651,,,,,0.006,-0.006,1.6725,-1.6725,142.9,-142.9,0.09,-0.09,0.07,-0.07,171.506,-4.046,-7.112,PC
5.4589863,3.39,1230.0,4.40571,402.195,1247.0,9.56225,6223.0,4.33,1.24,7.8e-05,-7.8e-05,0.164,-0.164,0.463667,-0.463667,0.225116,-0.225116,,,,,0.006,-0.006,1.598,-1.598,130.6,-130.6,0.08,-0.08,0.06,-0.06,160.414,-54.591,-10.621,CP
17.9051919,4.555,771.0,3.00633,76.5725,824.0,9.56225,6223.0,4.33,1.24,0.0002375,-0.0002375,0.739,-0.739,43.0811,-43.0811,0.193885,-0.193885,,,,,0.006,-0.006,1.598,-1.598,130.6,-130.6,0.08,-0.08,0.06,-0.06,160.414,-54.591,-10.621,CP
17.5328625,3.11,547.0,2.60324,53.5244,753.0,9.80493,6160.0,4.39,1.14,0.0002295,-0.0002295,1.253,-1.253,63.2083,-63.2083,0.241906,-0.241906,,,,,0.006,-0.006,5.4915,-5.4915,140.0,-140.0,0.08,-0.08,0.07,-0.07,162.582,8.182,-10.893,PC
7.6014943,3.018,1898.0,9.00796,492.37,1312.0,8.2893,7642.0,4.09,1.99,1.19e-05,-1.19e-05,0.522,-0.522,66.0068,-66.0068,0.389099,-0.389099,,,,,0.008,-0.008,4.402,-4.402,138.8,-138.8,0.08,-0.08,0.08,-0.08,193.998,-17.275,-14.549,PC
7.4121119,1.78,979.0,3.6822,82.6575,840.0,10.1843,6178.0,4.36,1.19,5.4e-05,-5.4e-05,0.481,-0.481,70.9286,-70.9286,0.246479,-0.246479,,,,,0.006,-0.006,2.7075,-2.7075,135.5,-135.5,0.08,-0.08,0.06,-0.06,201.912,-12.218,6.43,PC
1.445433,3.684343,16635.28994,3.493627,29.2577267,593.1709781,14.7095,3266.0,4.98546,0.269,0.000968,-0.000968,0.720241,-0.720241,2183.4067,-2183.4067,0.975823,-0.975823,,,,,0.007,-0.007,,,101.0,-101.0,0.527945,-0.527945,0.06,-0.06,190.2254,64.87,-60.53,FP
2.1667786,4.416,282.0,1.77975,4654.09,2301.0,8.64885,6224.0,4.36,1.2,3.89e-05,-3.89e-05,0.413,-0.413,16.4382,-16.4382,0.11083,-0.11083,,,,,0.006,-0.006,0.6565,-0.6565,135.5,-135.5,0.09,-0.09,0.05,-0.05,101.55,56.565,-84.021,PC
9.4813433,1.019,9450.0,6.37051,2.79712,360.0,13.1113,4427.0,4.67,0.63,1.23e-05,-1.23e-05,0.031,-0.031,3.6185,-3.6185,,,,,,,0.007,-0.007,1.624,-1.624,122.0,-122.0,,,,,215.18,-71.739,16.205,PC
1.5985577,1.19,2590.0,11.0534,1717.96,1793.0,10.1485,7947.0,4.04,2.2,6.47e-05,-6.47e-05,0.123,-0.123,1.576,-1.576,0.518317,-0.518317,,,,,0.006,-0.006,12.1515,-12.1515,233.4,-233.4,0.08,-0.08,0.08,-0.08,493.91,-2.003,-2.653,APC
30.4408598,4.586,1500.0,7.19468,371.746,1223.0,10.3703,8158.9,4.34,1.58,0.000641,-0.000641,1.174,-1.174,26.1023,-26.1023,0.989414,-0.989414,,,,,0.029,-0.029,8.775,-8.775,134.1,-134.1,0.09,-0.09,0.1,-0.1,404.955,-3.125,-3.281,FP
6.880459,2.037,445.0,2.77633,123.942,929.0,9.16636,6474.0,4.32,1.31,3.88e-05,-3.88e-05,0.391,-0.391,32.68,-32.68,0.170915,-0.170915,,,,,0.006,-0.006,0.9485,-0.9485,128.7,-128.7,0.09,-0.09,0.06,-0.06,149.969,-20.777,-17.203,FP
2.0197299,2.563,426.0,3.29943,1353.12,1689.0,8.96147,5810.0,3.96,1.77,5.5e-06,-5.5e-06,0.588,-0.588,16.1069,-16.1069,0.183988,-0.183988,,,,,0.006,-0.006,0.912,-0.912,139.5,-139.5,0.08,-0.08,0.09,-0.09,152.97,64.652,-10.055,FP
7.8092052,3.393,480.0,2.70889,230.628,1085.0,12.0789,5906.9,4.3,1.22,1.71e-05,-1.71e-05,0.534,-0.534,0.101394,-0.101394,0.135045,-0.135045,,,,,0.007,-0.007,8.546,-8.546,108.1,-108.1,0.08,-0.08,0.06,-0.06,446.821,13.176,-10.366,KP
3.2092033,0.677,2038.0,6.33877,67.6268,,12.345,5060.5,,0.91,1e-06,-1e-06,0.111,-0.111,335.782,-335.782,,,,,,,0.006,-0.006,,,,,,,,,238.775,-18.659,-15.149,PC
1.7292681,1.8278099,23043.20552,12.6001269,313.9308182,1073.564736,14.6026,4377.0,4.50156,0.766495,5.3e-06,-5.3e-06,0.1063093,-0.1063093,977.4027,-977.4027,0.5737157,-0.5737157,,,,,0.007,-0.007,10.556,-10.556,122.0,-122.0,,,,,495.317,-28.15,21.666,KP
5.9471027,1.544,3540.0,7.14437,47.8442,732.0,12.7263,3859.0,4.65384,0.6,0.000448,-0.000448,0.409,-0.409,1955.36,-1955.36,2.91129,-2.91129,,,,,0.007,-0.007,0.94,-0.94,157.0,-157.0,0.011004,-0.011004,0.02,-0.02,131.219,-130.701,-66.654,PC
11.3909685,3.8062467,16337.76578,11.1984741,46.9021418,667.4487415,13.6674,5027.0,4.51935,0.875936,2.18e-05,-2.18e-05,0.1919009,-0.1919009,497.249,-497.249,0.6001173,-0.6001173,,,,,0.008,-0.008,8.116,-8.116,,,,,,,475.758,-13.149,-2.452,KP
15.6113633,3.2002615,520.4897607,2.9033347,111.9728668,829.6557911,6.3687,6061.77,4.31439,1.22568,0.0011265,-0.0011265,0.1838049,-0.1838049,34.02321,-34.02321,0.5247555,-0.5247555,,,,,0.006,-0.006,0.05255,-0.05255,141.954,-141.954,0.0884508,-0.0884508,0.0643367,-0.0643367,35.26,-47.303,-148.778,PC
11.8141726,5.5649352,1504.894167,6.9724932,275.6427299,1039.217341,8.74761,5609.0,3.93083,1.78598,0.0007113,-0.0007113,0.140444,-0.140444,34.66735,-34.66735,0.5843989,-0.5843989,,,,,0.006,-0.006,0.8035,-0.8035,128.932,-128.932,0.0760211,-0.0760211,0.0933392,-0.0933392,132.345,5.348,-42.449,KP
1.7554285,1.7729986,14716.59227,12.622985,867.7365296,1384.256972,11.0658,5306.0,4.43,0.965222,1.7e-05,-1.7e-05,0.0212823,-0.0212823,132.95274,-132.95274,0.7464507,-0.7464507,,,,,0.008,-0.008,1.469,-1.469,130.7,-130.7,0.08,-0.08,0.0564422,-0.0564422,185.932,-32.17,-1.165,KP
5.20971,1.6975678,11394.46915,12.0204139,158.1645607,904.4759937,11.2668,5296.38,4.53407,0.85412,4e-06,-4e-06,0.0358607,-0.0358607,253.23386,-253.23386,1.8070215,-1.8070215,,,,,0.007,-0.007,2.106,-2.106,107.392,-107.392,0.0772605,-0.0772605,0.0427136,-0.0427136,181.38,-49.26,-0.122,PC
2.3843304,1.9448395,1128.622986,2.8597467,448.4410045,1173.670203,11.2668,5296.38,4.53407,0.85412,1.52e-05,-1.52e-05,0.6311885,-0.6311885,106.589874,-106.589874,3.5464292,-3.5464292,,,,,0.007,-0.007,2.106,-2.106,107.392,-107.392,0.0772605,-0.0772605,0.0427136,-0.0427136,181.38,-49.26,-0.122,PC
2.6556753,2.6111014,20259.22626,,640.3257634,1282.980317,10.15,5817.3,,,1.1e-05,-1.1e-05,0.0096826,-0.0096826,63.771496,-63.771496,,,,,,,0.014,-0.014,1.2185,-1.2185,609.9,-609.9,,,,,141.887,-77.24,11.016,KP
7.9177855,3.150639,6150.398431,6.5930786,88.706626,782.7242061,12.3049,5322.0,4.5528,0.840476,0.0006128,-0.0006128,0.2048281,-0.2048281,254.82172,-254.82172,0.7292779,-0.7292779,,,,,0.007,-0.007,5.5745,-5.5745,104.314,-104.314,0.0768234,-0.0768234,0.0425352,-0.0425352,289.827,-18.788,4.415,KP
10.0546003,2.640621,1321.020031,2.1128666,11.5485637,470.166566,10.5459,3920.0,4.6932,0.550856,5.45e-05,-5.45e-05,0.4030828,-0.4030828,101.448135,-101.448135,0.5471421,-0.5471421,,,,,0.007,-0.007,0.10815,-0.10815,157.0,-157.0,0.0097399,-0.0097399,0.0164328,-0.0164328,44.0727,94.034,-78.139,KP
3.9178573,0.739,4270.0,7.07511,17.9382,573.0,12.2325,5174.39,4.4946,0.88,9.28e-05,-9.28e-05,0.144,-0.144,20.3528,-20.3528,0.565614,-0.565614,,,,,0.006,-0.006,4.316,-4.316,100.009,-100.009,0.0755123,-0.0755123,0.04,-0.04,272.747,-1.75,-23.854,PC
5.0637114,6.023,4940.0,13.5595,843.513,1501.0,10.0143,5447.0,3.86,1.91,9.5e-06,-9.5e-06,0.247,-0.247,0.278402,-0.278402,0.730511,-0.730511,,,,,0.006,-0.006,3.044,-3.044,126.6,-126.6,0.08,-0.08,0.1,-0.1,237.514,9.639,7.988,PC
27.3714952,9.708321,11052.84604,18.3071322,95.4886533,797.2741655,10.4815,5903.0,4.0,1.70581,8.1e-05,-8.1e-05,0.0704824,-0.0704824,92.28213,-92.28213,0.9397903,-0.9397903,,,,,0.006,-0.006,4.4835,-4.4835,334.0,-334.0,0.11,-0.11,0.0866133,-0.0866133,298.458,-13.835,16.83,PC
3.1148931,2.3721346,25980.70109,12.1120086,198.0921858,956.8339703,13.7988,4973.0,4.438,0.74956,1.7e-06,-1.7e-06,0.0473038,-0.0473038,359.70517,-359.70517,0.2193787,-0.2193787,,,,,0.007,-0.007,6.8055,-6.8055,172.0,-172.0,,,,,442.813,-9.569,-2.149,CP
1.7578288,3.218,2116.0,13.9433,29799.8,3660.0,10.0768,6640.0,3.76,2.59,5.3e-06,-5.3e-06,0.39,-0.39,619.888,-619.888,1.9048,-1.9048,,,,,0.006,-0.006,5.3045,-5.3045,178.4,-178.4,0.09,-0.09,0.11,-0.11,434.304,-1.886,2.989,FP
92.1950434,4.425,27400.0,16.0082,1.32226,298.0,12.8337,5643.0,4.44,1.0,0.0002252,-0.0002252,0.213,-0.213,9.71836,-9.71836,0.882858,-0.882858,,,,,0.006,-0.006,3.954,-3.954,129.6,-129.6,0.08,-0.08,0.05,-0.05,485.421,2.927,-4.08,PC
54.3212423,4.024,3708.0,11.6348,6.76453,449.0,10.6509,6207.0,3.99,1.82,0.007034,-0.007034,0.721,-0.721,6.4541,-6.4541,0.753551,-0.753551,,,,,0.008,-0.008,7.296,-7.296,129.4,-129.4,0.08,-0.08,0.09,-0.09,382.898,19.845,-1.076,CP
20.9108406,4.478,5936.0,11.3547,49.5559,739.0,11.215,6408.0,4.27,1.38,6.69e-05,-6.69e-05,0.243,-0.243,1.96593,-1.96593,0.545364,-0.545364,,,,,0.007,-0.007,4.457,-4.457,125.6,-125.6,0.09,-0.09,0.06,-0.06,390.484,8.695,-34.562,CP
17.7256773,1.629,2860.0,15.4613,39.274,697.0,10.7203,6010.0,4.06,1.63,1.23e-05,-1.23e-05,0.081,-0.081,176.985,-176.985,2.51723,-2.51723,,,,,0.007,-0.007,7.912,-7.912,124.4,-124.4,0.08,-0.08,0.08,-0.08,338.491,6.033,-3.321,APC
9.7956535,2.7073092,1633.795371,2.8237599,21.964027,552.1381323,11.7603,4147.0,4.55,0.706632,8.22e-05,-8.22e-05,0.906212,-0.906212,214.70784,-214.70784,3.3757446,-3.3757446,,,,,0.006,-0.006,0.9235,-0.9235,124.6,-124.6,0.11,-0.11,0.0674497,-0.0674497,109.218,162.635,31.577,KP
22.8524131,2.035,1265.0,8.99211,52.664,750.0,10.2409,5857.9,4.4,1.08,6.97e-05,-6.97e-05,0.806,-0.806,3932.76,-3932.76,3.15004,-3.15004,,,,,0.006,-0.006,1.294,-1.294,140.7,-140.7,0.09,-0.09,0.08,-0.08,160.968,13.94,-22.601,PC
2.5194039,1.113,1935.0,7.65729,219.344,,11.7475,6380.0,,1.76,2.02e-05,-2.02e-05,0.034,-0.034,40.6849,-40.6849,,,,,,,0.006,-0.006,,,,,,,,,476.884,7.0,3.0,APC
4.7464485,2.408,1940.0,10.3209,281.823,1141.0,12.8325,5890.5,3.76,2.26,1.68e-05,-1.68e-05,0.404,-0.404,2.74774,-2.74774,0.71537,-0.71537,,,,,0.008,-0.008,43.015,-43.015,110.4,-110.4,0.08,-0.08,0.13,-0.13,1175.98,-6.348,-6.114,PC
5.8365098,2.6998895,256.7044803,1.6134349,133.1006284,866.292942,8.6739,5259.0,4.53,0.854084,5.52e-05,-5.52e-05,0.3766988,-0.3766988,25.219856,-25.219856,0.2802013,-0.2802013,,,,,0.006,-0.006,0.1828,-0.1828,119.5,-119.5,0.08,-0.08,0.0465779,-0.0465779,55.1788,0.145,-67.278,PC
3.6469454,2.4652655,145.1854235,1.0301459,249.1602293,1013.303237,8.6739,5259.0,4.53,0.854084,4.09e-05,-4.09e-05,0.3931599,-0.3931599,21.876356,-21.876356,1.9709032,-1.9709032,,,,,0.006,-0.006,0.1828,-0.1828,119.5,-119.5,0.08,-0.08,0.0465779,-0.0465779,55.1788,0.145,-67.278,PC
1.04855,1.062799,34644.95398,4.183797,26.9192494,580.9456261,14.114,3109.0,5.06577,0.202,7.3e-05,-7.3e-05,0.058793,-0.058793,2105.8394,-2105.8394,0.977004,-0.977004,,,,,0.009,-0.009,2.0185,-2.0185,98.0,-98.0,0.548895,-0.548895,0.046,-0.046,150.5,18.804,-38.756,APC
4.2807509,2.051,447.0,2.23474,177.537,1016.0,10.187,5653.3,4.41,1.03,2.79e-05,-2.79e-05,0.302,-0.302,35.138,-35.138,0.145041,-0.145041,,,,,0.006,-0.006,1.035,-1.035,111.1,-111.1,0.07,-0.07,0.05,-0.05,151.465,-10.013,4.252,PC
5.7519475,2.428,1200.0,2.96374,37.7733,690.0,12.1875,4181.8,4.4,0.84,2.02e-05,-2.02e-05,0.215,-0.215,0.662236,-0.662236,0.295888,-0.295888,,,,,0.006,-0.006,1.3555,-1.3555,127.7,-127.7,0.11,-0.11,0.08,-0.08,157.656,-3.152,-14.097,PC
8.5623289,3.0961685,4321.46949,6.9223911,133.8066806,867.4395087,13.2027,5545.3,4.41,1.0230401,6.07e-05,-6.07e-05,0.4399975,-0.4399975,349.6607,-349.6607,1.2588531,-1.2588531,,,,,0.007,-0.007,13.7,-13.7,88.6,-88.6,,,,,564.454,9.738,-34.554,KP
15.4658691,3.16,2380.0,5.07911,33.0649,668.0,11.6271,5480.8,4.41,1.02,3.93e-05,-3.93e-05,0.279,-0.279,1.15527,-1.15527,0.266584,-0.266584,,,,,0.007,-0.007,3.679,-3.679,106.3,-106.3,0.08,-0.08,0.05,-0.05,268.515,-38.804,-4.082,KP
8.2669589,3.328,1316.0,3.44807,140.125,958.0,11.2089,5411.1,4.49,0.92,5.23e-05,-5.23e-05,0.529,-0.529,58.6805,-58.6805,0.224015,-0.224015,,,,,0.006,-0.006,1.5425,-1.5425,139.0,-139.0,0.09,-0.09,0.05,-0.05,197.989,6.963,-4.878,KP
3.577501,1.662,1300.0,3.3001,95.4633,870.0,12.5389,4642.1,4.43,0.87,0.000206,-0.000206,0.276,-0.276,1.53004,-1.53004,0.246493,-0.246493,,,,,0.007,-0.007,2.09,-2.09,107.9,-107.9,0.09,-0.09,0.06,-0.06,245.302,-63.855,4.976,PC
1.7726881,1.409,390.0,1.7148,482.108,1305.0,10.0063,5502.0,4.53,0.89,0.0003463,-0.0003463,0.348,-0.348,2.53953,-2.53953,0.182078,-0.182078,,,,,0.006,-0.006,0.621,-0.621,135.3,-135.3,0.08,-0.08,0.05,-0.05,112.335,-77.045,-79.201,PC
4.8740385,4.125,6410.0,14.3194,819.404,1490.0,13.3935,6504.4,4.05,1.8,4.53e-05,-4.53e-05,0.157,-0.157,0.316859,-0.316859,,,,,,,0.009,-0.009,59.235,-59.235,32.5,-32.5,,,,,1425.02,0.159,-3.108,PC
6.7713411,2.836,2930.0,5.07965,144.17,965.0,11.9186,5231.0,4.49,0.89,8.4e-06,-8.4e-06,0.368,-0.368,1.28903,-1.28903,0.345574,-0.345574,,,,,0.006,-0.006,2.465,-2.465,137.3,-137.3,0.09,-0.09,0.06,-0.06,249.645,3.434,-26.977,KP
8.0387972,1.487,738.0,2.25604,42.1222,709.0,8.1644,5002.0,4.56836,0.78,2.87e-05,-2.87e-05,0.487,-0.487,64.944,-64.944,0.174709,-0.174709,,,,,0.006,-0.006,0.07735,-0.07735,120.069,-120.069,0.0851961,-0.0851961,0.05,-0.05,36.2194,-41.684,-48.011,PC
9.8850244,2.4234353,9891.368176,11.9173601,66.4246834,728.1185957,13.2361,5522.0,4.39493,0.819196,1.18e-05,-1.18e-05,0.1411991,-0.1411991,513.5525,-513.5525,8.328078,-8.328078,,,,,0.006,-0.006,2.6445,-2.6445,180.0,-180.0,,,,,416.217,-5.8,11.426,FP
14.7565015,4.9375033,2238.483004,5.7395617,102.1266495,810.7827881,11.5559,5790.7,4.3,1.20174,0.0016877,-0.0016877,0.3731993,-0.3731993,136.26735,-136.26735,0.9270195,-0.9270195,,,,,0.007,-0.007,5.1565,-5.1565,105.0,-105.0,0.07,-0.07,0.0541709,-0.0541709,343.99,-5.996,-10.886,KP
15.7815791,3.9993972,12007.79926,11.7676797,65.8903912,726.6499887,13.4003,5780.0,4.438,1.0,7.87e-05,-7.87e-05,0.3002593,-0.3002593,752.6389,-752.6389,0.6352225,-0.6352225,,,,,0.006,-0.006,,,,,,,,,696.695,-8.077,-10.82,PC
4.7218077,2.7238343,1410.453937,3.124138,80.1967213,763.2360985,10.648,4570.0,4.59581,0.707615,0.0014608,-0.0014608,0.3042274,-0.3042274,125.243416,-125.243416,0.3812875,-0.3812875,,,,,0.006,-0.006,0.38335,-0.38335,118.117,-118.117,0.0931772,-0.0931772,0.0515578,-0.0515578,84.1815,12.446,-37.564,PC
4.0035773,2.0958153,14273.85131,12.9627879,365.8185403,1115.414222,14.1768,5318.0,4.33106,1.08492,0.000888,-0.000888,0.2947518,-0.2947518,1139.4954,-1139.4954,1.9405705,-1.9405705,,,,,0.008,-0.008,27.908,-27.908,122.0,-122.0,,,,,876.565,-18.592,-14.043,KP
12.2193392,4.8876935,1670.131063,4.8045458,100.9111624,808.3726382,10.6309,5643.77,4.35958,1.09457,6.69e-05,-6.69e-05,0.2760881,-0.2760881,73.94849,-73.94849,0.4249239,-0.4249239,,,,,0.007,-0.007,2.1815,-2.1815,110.947,-110.947,0.0736267,-0.0736267,0.0513442,-0.0513442,197.243,6.788,-70.792,CP
6.8548465,1.5226064,16276.28158,15.6545004,126.5073461,855.3595051,13.0207,4797.5,4.27798,1.06192,0.000277,-0.000277,0.0686064,-0.0686064,849.4104,-849.4104,0.6808158,-0.6808158,,,,,0.007,-0.007,5.696,-5.696,34.9666,-34.9666,,,,,414.845,-4.214,-1.847,PC
20.3550739,3.5018936,37499.73435,10.5079933,3.5797006,350.8176432,14.6831,3728.0,4.70337,0.539092,0.0022565,-0.0022565,0.255799,-0.255799,2102.782,-2102.782,0.6571722,-0.6571722,,,,,0.008,-0.008,3.6615,-3.6615,157.0,-157.0,0.0102615,-0.0102615,0.0168765,-0.0168765,268.685,-71.736,-27.058,PC
2.2085904,3.992,151.0,1.8831,3785.82,2185.0,8.8471,6183.0,4.06,1.68,6.7e-06,-6.7e-06,0.355,-0.355,4.41938,-4.41938,0.0952637,-0.0952637,,,,,0.007,-0.007,1.164,-1.164,128.3,-128.3,0.08,-0.08,0.08,-0.08,154.965,17.551,-78.213,PC
14.0666014,2.7078373,1450.825031,3.1908777,37.0819499,629.3763076,10.7875,5141.67,4.53051,0.837606,0.0052146,-0.0052146,0.753854,-0.753854,187.34854,-187.34854,2.8080952,-2.8080952,,,,,0.006,-0.006,1.189,-1.189,104.391,-104.391,0.0751918,-0.0751918,0.0416307,-0.0416307,134.591,29.168,-14.59,KP
0.2874782,0.445,1940.0,5.53402,5953.77,2447.0,11.3617,5702.0,4.43,1.02,2e-07,-2e-07,0.075,-0.075,14.0362,-14.0362,0.498202,-0.498202,,,,,0.009,-0.009,1.6705,-1.6705,129.2,-129.2,0.07,-0.07,0.05,-0.05,256.739,-19.061,18.122,PC
17.87897,2.124101,976.801579,3.618524,63.7655934,720.7196301,10.1432,5596.0,4.32233,1.13674,0.004585,-0.004585,0.809095,-0.809095,136.64546,-136.64546,4.193206,-4.193206,,,,,0.006,-0.006,1.219,-1.219,187.0,-187.0,0.294962,-0.294962,0.151592,-0.151592,159.814,-11.23,-13.192,PC
2.7779767,1.753,7890.0,15.9998,609.495,1384.0,12.2175,6976.0,4.16,1.71,2.36e-05,-2.36e-05,0.161,-0.161,8.33302,-8.33302,1.0191,-1.0191,,,,,0.014,-0.014,24.7675,-24.7675,161.0,-161.0,0.1,-0.1,0.09,-0.09,705.408,4.182,0.005,PC
3.8922407,2.652,6100.0,13.0318,387.931,1236.0,11.7242,5943.0,4.03,1.66,2.33e-05,-2.33e-05,0.236,-0.236,4.2674,-4.2674,0.783838,-0.783838,,,,,0.009,-0.009,6.6805,-6.6805,137.4,-137.4,0.08,-0.08,0.09,-0.09,480.155,8.258,2.798,PC
7.3039588,3.218,2050.0,4.15031,149.732,974.0,11.1303,5718.0,4.53,0.9,6.56e-05,-6.56e-05,0.304,-0.304,1.69203,-1.69203,0.243239,-0.243239,,,,,0.007,-0.007,1.7885,-1.7885,127.2,-127.2,0.08,-0.08,0.04,-0.04,208.267,12.431,6.32,PC
2.7395591,3.4295122,9227.421848,15.259201,1691.17087,1635.560532,13.4685,5919.0,4.1,1.5425,0.000522,-0.000522,0.2019175,-0.2019175,473.5541,-473.5541,0.8469752,-0.8469752,,,,,0.007,-0.007,43.235,-43.235,122.0,-122.0,,,,,1084.09,-5.225,-10.256,PC
2.2751393,2.087,3350.0,10.5509,1207.23,1642.0,11.649,5810.0,3.99,1.71,1.11e-05,-1.11e-05,0.591,-0.591,7.51845,-7.51845,0.714627,-0.714627,,,,,0.009,-0.009,6.169,-6.169,123.9,-123.9,0.08,-0.08,0.08,-0.08,504.97,-7.173,-7.145,FP
4.2788309,4.399,7750.0,17.4175,1098.85,1603.0,12.3595,6353.0,3.94,1.98,2.95e-05,-2.95e-05,0.231,-0.231,3.01276,-3.01276,1.05619,-1.05619,,,,,0.012,-0.012,26.5795,-26.5795,144.2,-144.2,0.09,-0.09,0.11,-0.11,770.483,2.504,-3.629,PC
2.503254,2.828,9960.0,17.5644,3356.68,2120.0,12.2428,8076.0,4.25,1.73,1.08e-05,-1.08e-05,0.134,-0.134,3.53245,-3.53245,0.750468,-0.750468,,,,,0.017,-0.017,20.562,-20.562,180.8,-180.8,0.08,-0.08,0.06,-0.06,804.742,0.146,-3.603,PC
17.8597459,4.862,2180.0,6.12838,80.0325,833.0,11.6215,6263.0,4.3,1.3,0.0001572,-0.0001572,0.391,-0.391,2.163,-2.163,0.34412,-0.34412,,,,,0.007,-0.007,4.8755,-4.8755,123.1,-123.1,0.08,-0.08,0.06,-0.06,436.183,-5.687,-11.938,PC
22.43341,6.077,940.0,6.9652,46.3189,726.0,10.5784,5395.0,3.7,2.25,0.0002413,-0.0002413,0.656,-0.656,1.09305,-1.09305,0.467528,-0.467528,,,,,0.006,-0.006,3.418,-3.418,130.5,-130.5,0.08,-0.08,0.13,-0.13,357.174,26.919,14.297,PC
9.5064017,3.258,8710.0,14.3253,287.739,1147.0,12.9177,5999.0,4.41,1.09,2.98e-05,-2.98e-05,0.315,-0.315,660.759,-660.759,3.14276,-3.14276,,,,,0.013,-0.013,3.5445,-3.5445,141.1,-141.1,0.08,-0.08,0.05,-0.05,497.269,0.056,-2.664,FP
1.2652338,1.2121003,110215.6795,11.9244053,53.9865076,691.3390016,14.4347,3225.0,5.00457,0.355309,7e-07,-7e-07,0.0166939,-0.0166939,1072.4487,-1072.4487,0.3808433,-0.3808433,,,,,0.007,-0.007,0.9295,-0.9295,100.0,-100.0,0.531516,-0.531516,0.0109591,-0.0109591,115.557,-41.992,29.095,CP
5.7488688,4.412,5080.0,12.6677,786.234,1475.0,11.7191,6728.0,4.12,1.73,4.2e-05,-4.2e-05,0.236,-0.236,2.45816,-2.45816,0.633074,-0.633074,,,,,0.007,-0.007,9.674,-9.674,127.4,-127.4,0.09,-0.09,0.08,-0.08,675.281,-0.352,-1.371,PC
3.0278609,3.669,6680.0,15.5158,4163.14,2237.0,12.6103,8032.0,4.17,1.9,2.76e-05,-2.76e-05,0.375,-0.375,9.49451,-9.49451,0.928047,-0.928047,,,,,0.164,-0.164,14.7465,-14.7465,1134.2,-1134.2,0.14,-0.14,0.08,-0.08,757.613,-0.452,-6.847,PC
4.7271324,4.672,8600.0,16.0689,868.672,1512.0,12.5231,6121.7,4.02,1.74,1.87e-05,-1.87e-05,0.191,-0.191,2.61966,-2.61966,0.814824,-0.814824,,,,,0.008,-0.008,17.15,-17.15,109.4,-109.4,0.08,-0.08,0.08,-0.08,825.977,-2.836,-5.382,PC
18.9972068,3.906,2960.0,4.7954,28.2737,642.0,11.8002,5469.0,4.53,0.88,0.0002025,-0.0002025,0.517,-0.517,5.66922,-5.66922,0.334897,-0.334897,,,,,0.006,-0.006,1.4435,-1.4435,123.8,-123.8,0.08,-0.08,0.04,-0.04,253.938,1.858,33.042,PC
7.0485133,3.543,4950.0,9.80458,202.23,1050.0,12.1605,5889.0,4.2,1.37,5.75e-05,-5.75e-05,0.258,-0.258,2.91602,-2.91602,0.528981,-0.528981,,,,,0.008,-0.008,6.109,-6.109,123.5,-123.5,0.08,-0.08,0.06,-0.06,526.642,-0.376,-15.717,PC
