rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,target_encoded
1829,11498128,K02296.01,CONFIRMED,106.247882,0.0019,-0.0019,13.78,0.374,-0.374,397.0,18.7,-18.7,0.586,0.001,-0.489,0.01889,0.00451,-0.000946,0.19823,0.11446,-0.1872,2.01,0.27,-0.19,0.4301,89.32,377.0,4.75,1.87,-1.14,49.1,14.2,-14.2,5679.0,101.0,-112.0,4.435,0.076,-0.104,0.0,0.15,-0.15,0.972,0.135,-0.09,0.938,0.063,-0.057,24.0,12.0,0,0,0,0,1
1830,8041216,K00237.01,CONFIRMED,8.508333104,9.71e-06,-9.71e-06,3.4559,0.0353,-0.0353,647.0,8.2,-8.2,0.004,0.413,-0.004,0.023076,0.000538,-0.000256,1.86439,0.01544,-0.71935,2.6,0.37,-0.28,0.0806,89.99,909.0,161.66,65.86,-42.15,19.251,0.159,-0.159,5767.0,104.0,-115.0,4.396,0.09,-0.11,0.0,0.15,-0.15,1.03,0.149,-0.108,0.963,0.072,-0.065,93.4,158.0,0,0,0,0,1
1831,11824786,K02371.01,CONFIRMED,12.94123564,7.24e-05,-7.24e-05,4.636,0.133,-0.133,329.0,17.6,-17.6,0.028,0.404,-0.028,0.016629,0.000725,-0.000425,1.15071,0.0458,-0.44049,1.7,0.53,-0.17,0.1082,89.93,795.0,94.29,86.83,-27.77,21.678,0.863,-0.863,6119.0,182.0,-200.0,4.497,0.052,-0.208,-0.26,0.3,-0.3,0.938,0.288,-0.096,1.01,0.124,-0.138,22.1,101.0,0,0,0,0,1
1832,12254909,K02372.01,CONFIRMED,5.349791,2.51e-05,-2.51e-05,4.279,0.116,-0.116,88.8,4.4,-4.4,0.867,0.007,-0.602,0.00997,0.000639,-0.00135,0.08396,0.45629,-0.03937,1.29,0.21,-0.11,0.0635,80.06,1156.0,422.79,192.78,-99.31,5.03,2.5,-2.5,6074.0,108.0,-145.0,4.368,0.051,-0.11,0.3,0.1,-0.15,1.183,0.195,-0.097,1.197,0.07,-0.088,23.3,249.0,0,0,0,0,1
1834,9364290,K02374.01,CONFIRMED,5.26211833,2.75e-05,-2.75e-05,3.244,0.12,-0.12,195.0,10.5,-10.5,0.71,0.012,-0.521,0.013665,0.00208,-0.00111,0.49847,0.7867,-0.39825,1.95,0.31,-0.41,0.0585,85.48,1166.0,436.61,181.9,-179.52,9.0,3.6,-3.6,5587.0,75.0,-75.0,4.188,0.188,-0.101,0.14,0.15,-0.15,1.309,0.208,-0.277,0.963,0.073,-0.053,20.3,254.0,0,0,0,0,1
1835,9364290,K02374.02,CONFIRMED,12.1628195,6.26e-05,-6.26e-05,2.3161,0.0877,-0.0877,306.0,23.2,-23.2,0.971,0.017,-0.685,0.02198,0.000706,-0.00635,0.26763,17.17261,-0.22286,3.14,0.5,-0.66,0.1023,85.65,882.0,142.77,59.49,-58.7,12.79,6.4,-6.4,5587.0,75.0,-75.0,4.188,0.188,-0.101,0.14,0.15,-0.15,1.309,0.208,-0.277,0.963,0.073,-0.053,15.2,97.0,0,0,0,0,1
1836,5022828,K02138.01,CONFIRMED,23.5541012,0.000181,-0.000181,7.3,0.159,-0.159,95.2,3.7,-3.7,0.536,0.389,-0.328,0.009353,7.4e-05,-0.000412,0.32025,0.14792,-0.29132,2.33,0.86,-0.7,0.2134,88.55,1381.0,859.63,961.81,-508.02,21.1,9.7,-9.7,9565.0,302.0,-416.0,4.088,0.171,-0.209,0.07,0.15,-0.6,2.286,0.841,-0.688,2.335,0.366,-0.679,29.9,43.0,0,0,0,0,1
1837,8233702,K02140.01,CONFIRMED,41.6977582,0.000189,-0.000189,5.513,0.112,-0.112,685.0,28.6,-28.6,0.018,0.377,-0.018,0.02375,0.000837,-0.000529,2.25165,0.13664,-0.59538,2.26,0.6,-0.21,0.233,89.98,488.0,13.45,10.62,-3.57,59.15,3.6,-3.6,5730.0,153.0,-170.0,4.545,0.035,-0.184,-0.06,0.3,-0.3,0.87,0.234,-0.078,0.968,0.106,-0.116,27.7,34.0,0,0,0,0,1
1838,11403339,K02143.01,CONFIRMED,4.79029482,1.97e-05,-1.97e-05,2.7219,0.09,-0.09,142.0,7.0,-7.0,0.46,0.068,-0.414,0.011014,0.00017,-0.000735,1.47039,0.79246,-0.17414,1.01,0.11,-0.04,0.0546,87.83,938.0,183.02,51.32,-23.82,12.13,3.3,-3.3,5412.0,72.0,-80.0,4.562,0.017,-0.099,0.14,0.15,-0.15,0.843,0.086,-0.033,0.945,0.032,-0.069,23.1,276.0,0,0,0,0,1
1839,8260902,K02144.01,CONFIRMED,38.6715843,0.00021,-0.00021,5.532,0.148,-0.148,599.0,26.8,-26.8,0.773,0.143,-0.532,0.024605,0.00409,-0.00255,0.58519,1.42206,-0.01669,2.45,0.83,-0.38,0.2079,88.77,502.0,15.03,15.04,-5.49,35.9,17.4,-17.4,5432.0,159.0,-159.0,4.42,0.147,-0.273,-0.16,0.3,-0.25,0.913,0.306,-0.141,0.801,0.124,-0.057,25.2,34.0,0,0,0,0,1
1840,8381204,K02145.01,CONFIRMED,8.32651854,4.61e-05,-4.61e-05,5.483,0.113,-0.113,268.0,11.1,-11.1,0.782,0.118,-0.584,0.016452,0.00151,-0.00153,0.11889,0.31255,-0.08118,1.8,0.59,-0.2,0.0812,84.08,938.0,182.69,182.74,-57.03,7.58,3.3,-3.3,6057.0,189.0,-210.0,4.45,0.056,-0.224,-0.1,0.25,-0.3,1.0,0.33,-0.11,1.024,0.153,-0.126,27.2,164.0,0,0,0,0,1
1843,4833421,K00232.03,CONFIRMED,21.58752788,7.5e-05,-7.5e-05,4.4968,0.0789,-0.0789,337.0,10.4,-10.4,0.009,0.392,-0.009,0.016798,0.0005,-0.00027,2.10549,0.11931,-0.5624,2.18,0.35,-0.34,0.1516,89.99,747.0,73.42,33.29,-25.5,37.29,2.1,-2.1,6038.0,121.0,-121.0,4.284,0.137,-0.112,-0.16,0.15,-0.15,1.191,0.189,-0.189,0.995,0.082,-0.067,34.0,54.0,0,0,0,0,1
1844,5357545,K02219.01,CONFIRMED,3.757294695,6.73e-06,-6.73e-06,0.9269,0.0657,-0.0657,273.0,16.7,-16.7,0.586,0.362,-0.372,0.015786,0.000156,-0.00127,22.78308,27.22718,-1.84852,1.23,0.1,-0.03,0.0435,88.7,877.0,139.89,32.45,-16.28,25.7,10.2,-10.2,4901.0,78.0,-78.0,4.618,0.012,-0.054,0.04,0.15,-0.15,0.716,0.054,-0.021,0.807,0.028,-0.056,23.4,359.0,0,0,0,0,1
1845,6871071,K02220.01,CONFIRMED,3.2828024,1.28e-05,-1.28e-05,3.2532,0.0925,-0.0925,143.0,6.3,-6.3,0.159,0.294,-0.159,0.010816,0.000445,-0.000277,0.80721,0.03924,-0.32953,1.79,0.28,-0.42,0.0436,88.82,1467.0,1093.39,457.24,-484.58,7.719,0.375,-0.375,5640.0,85.0,-77.0,4.087,0.203,-0.087,0.14,0.15,-0.15,1.515,0.236,-0.353,1.024,0.093,-0.084,24.4,340.0,0,0,0,0,1
1846,5342473,K02297.01,CONFIRMED,4.64495172,2.57e-05,-2.57e-05,3.366,0.123,-0.123,147.0,8.6,-8.6,0.301,0.147,-0.301,0.011202,0.000446,-0.000413,0.92945,0.22062,-0.29277,1.38,0.41,-0.22,0.055,88.31,1209.0,504.23,453.09,-189.86,10.2,2.4,-2.4,6047.0,180.0,-180.0,4.343,0.128,-0.192,-0.08,0.25,-0.3,1.129,0.338,-0.182,1.021,0.153,-0.126,19.8,224.0,0,0,0,0,1
1847,9334893,K02298.01,CANDIDATE,16.6671415,0.000125,-0.000125,3.526,0.197,-0.197,175.0,11.0,-11.0,0.444,0.042,-0.422,0.012198,0.000381,-0.000664,2.41652,1.50736,-0.45928,0.7,0.04,-0.04,0.1037,89.23,469.0,11.47,2.87,-2.52,32.9,10.2,-10.2,4729.0,143.0,-143.0,4.726,0.045,-0.024,-1.42,0.3,-0.3,0.525,0.028,-0.032,0.534,0.036,-0.02,17.9,80.0,0,0,0,0,0
1848,9963265,K02299.01,CONFIRMED,16.48686712,3.61e-05,-3.61e-05,1.431,0.11,-0.11,988.0,58.0,-58.0,1.198,70.49,-0.479,0.23474,70.5,-0.47,1.25674,528.33789,-0.07162,27.45,7.49,-3.2,0.1337,87.38,760.0,78.99,63.75,-26.23,26.2,13.1,-13.1,6090.0,169.0,-232.0,4.447,0.06,-0.192,0.21,0.2,-0.35,1.071,0.292,-0.125,1.173,0.121,-0.181,22.1,67.0,0,0,0,0,1
1849,10583761,K02300.01,CONFIRMED,2.685054445,4.51e-06,-4.51e-06,1.0473,0.0482,-0.0482,253.0,11.0,-11.0,0.762,0.188,-0.519,0.016076,0.00192,-0.0016,6.02532,13.28939,-5.33851,1.46,0.26,-0.18,0.0346,86.69,1137.0,395.08,225.07,-121.21,13.19,5.8,-5.8,5266.0,158.0,-142.0,4.484,0.112,-0.182,-0.18,0.3,-0.3,0.829,0.15,-0.1,0.765,0.114,-0.057,28.9,499.0,0,0,0,0,1
1850,7542813,K02302.01,CONFIRMED,16.8600805,0.00013,-0.00013,5.557,0.174,-0.174,273.0,14.0,-14.0,0.682,0.255,-0.47,0.016086,0.00272,-0.000929,0.35562,0.4694,-0.29709,1.71,0.47,-0.24,0.1246,87.77,765.0,80.9,68.23,-28.8,17.48,7.7,-7.7,6205.0,197.0,-219.0,4.419,0.101,-0.188,-0.58,0.3,-0.3,0.973,0.268,-0.134,0.906,0.117,-0.088,22.4,82.0,0,0,0,0,1
1851,12058147,K02072.01,CONFIRMED,1.54320541,3.84e-06,-3.84e-06,2.5779,0.0539,-0.0539,91.2,3.0,-3.0,0.217,0.226,-0.217,0.008754,0.000225,-0.000245,0.74646,0.06316,-0.21936,1.23,0.19,-0.25,0.0257,87.26,1827.0,2636.85,1181.88,-1069.59,4.546,0.385,-0.385,5866.0,105.0,-117.0,4.2,0.182,-0.112,-0.16,0.15,-0.15,1.282,0.207,-0.253,0.95,0.081,-0.067,35.2,866.0,0,0,0,0,1
1852,8164257,K02073.01,CONFIRMED,49.5004725,0.00034,-0.00034,5.772,0.162,-0.162,965.0,35.6,-35.6,0.162,0.304,-0.162,0.027578,0.00119,-0.000769,2.26905,0.26661,-0.74422,2.49,0.1,-0.19,0.2441,89.86,402.0,6.2,0.93,-1.26,66.49,7.8,-7.8,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.18,0.15,-0.15,0.828,0.032,-0.065,0.791,0.05,-0.029,27.8,28.0,0,0,0,0,1
1853,8164257,K02073.02,CONFIRMED,6.47539108,2.11e-05,-2.11e-05,2.7048,0.0816,-0.0816,531.0,20.8,-20.8,0.486,0.027,-0.443,0.02122,0.000176,-0.0013,2.0051,1.13823,-0.25539,1.92,0.07,-0.15,0.0629,88.31,793.0,93.41,13.94,-19.03,16.44,4.7,-4.7,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.18,0.15,-0.15,0.828,0.032,-0.065,0.791,0.05,-0.029,28.1,207.0,0,0,0,0,1
1854,8164257,K02073.03,CONFIRMED,16.85825609,6.04e-05,-6.04e-05,2.0728,0.0848,-0.0848,760.0,37.9,-37.9,0.763,0.048,-0.533,0.027757,0.0068,-0.00315,5.22402,12.31606,-4.59758,2.51,0.1,-0.2,0.1191,88.98,576.0,26.05,3.89,-5.3,42.8,20.2,-20.2,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.18,0.15,-0.15,0.828,0.032,-0.065,0.791,0.05,-0.029,21.8,76.0,0,0,0,0,1
1856,6774537,K02146.01,CONFIRMED,2.949029106,7.72e-06,-7.72e-06,2.0311,0.0652,-0.0652,358.0,14.1,-14.1,0.044,0.412,-0.044,0.016815,0.000804,-0.000364,3.12463,0.26598,-1.13289,1.48,0.12,-0.15,0.0369,89.77,1027.0,263.92,82.24,-74.65,11.283,0.96,-0.96,4983.0,150.0,-135.0,4.512,0.084,-0.052,0.06,0.25,-0.3,0.807,0.064,-0.085,0.771,0.085,-0.056,29.3,452.0,0,0,0,0,1
1857,10404582,K02147.01,CONFIRMED,37.8658964,0.000218,-0.000218,4.782,0.134,-0.134,395.0,16.2,-16.2,0.18,0.271,-0.18,0.018061,0.000689,-0.000508,2.93888,0.23213,-1.13487,2.01,0.31,-0.16,0.2221,89.83,543.0,20.61,8.58,-4.13,60.62,4.8,-4.8,5757.0,78.0,-86.0,4.431,0.054,-0.126,0.14,0.15,-0.15,1.017,0.161,-0.08,1.016,0.062,-0.062,25.9,37.0,0,0,0,0,1
1858,5959753,K00226.01,CONFIRMED,8.30865307,1.03e-05,-1.03e-05,3.2747,0.0353,-0.0353,836.0,12.7,-12.7,0.333,0.098,-0.333,0.026057,0.000409,-0.00075,1.82711,0.38397,-0.39749,2.42,0.11,-0.19,0.0747,88.99,747.0,73.53,12.36,-14.88,18.82,4.0,-4.0,5022.0,80.0,-80.0,4.485,0.077,-0.033,0.18,0.15,-0.15,0.849,0.04,-0.066,0.804,0.052,-0.028,74.3,162.0,0,0,0,0,1
1859,6021193,K02148.01,CONFIRMED,11.93205399,4.83e-05,-4.83e-05,6.205,0.101,-0.101,179.0,5.8,-5.8,0.123,0.341,-0.123,0.01206,0.000451,-0.000241,0.42807,0.01138,-0.1683,1.83,0.31,-0.34,0.1079,89.52,905.0,158.22,72.83,-61.31,14.769,0.393,-0.393,5711.0,101.0,-113.0,4.221,0.149,-0.122,0.48,0.05,-0.15,1.391,0.232,-0.258,1.173,0.083,-0.114,32.3,90.0,0,0,0,0,1
1860,6021193,K02148.02,CONFIRMED,7.54235832,3.79e-05,-3.79e-05,4.73,0.113,-0.113,133.0,5.4,-5.4,0.318,0.115,-0.318,0.0105,0.000249,-0.00041,0.53277,0.13432,-0.10588,1.59,0.27,-0.29,0.0794,88.44,1054.0,292.19,134.49,-113.23,11.7,3.0,-3.0,5711.0,101.0,-113.0,4.221,0.149,-0.122,0.48,0.05,-0.15,1.391,0.232,-0.258,1.173,0.083,-0.114,25.8,134.0,0,0,0,0,1
1861,6871071,K02220.02,CONFIRMED,5.02818253,2.05e-05,-2.05e-05,3.526,0.102,-0.102,181.0,7.3,-7.3,0.3,0.144,-0.3,0.012294,0.000323,-0.000452,0.87899,0.1711,-0.24759,2.03,0.32,-0.47,0.0579,88.37,1272.0,620.0,259.28,-274.78,10.55,2.1,-2.1,5640.0,85.0,-77.0,4.087,0.203,-0.087,0.14,0.15,-0.15,1.515,0.236,-0.353,1.024,0.093,-0.084,26.1,236.0,0,0,0,0,1
1862,6871071,K02220.03,CONFIRMED,1.897828815,6.3e-06,-6.3e-06,2.7114,0.0743,-0.0743,132.0,5.4,-5.4,0.227,0.246,-0.227,0.010464,0.000401,-0.000338,0.7822,0.11781,-0.27579,1.73,0.27,-0.4,0.0302,87.55,1761.0,2278.95,953.03,-1010.01,5.301,0.798,-0.798,5640.0,85.0,-77.0,4.087,0.203,-0.087,0.14,0.15,-0.15,1.515,0.236,-0.353,1.024,0.093,-0.084,27.2,707.0,0,0,0,0,1
1866,4458082,K02303.01,CONFIRMED,4.89336495,3.61e-05,-3.61e-05,3.485,0.169,-0.169,138.0,9.8,-9.8,0.218,0.235,-0.218,0.010904,0.000552,-0.000399,0.94248,0.17136,-0.39796,1.6,0.57,-0.2,0.0621,88.82,1374.0,842.45,874.9,-299.78,10.61,1.9,-1.9,6688.0,187.0,-281.0,4.304,0.075,-0.225,0.07,0.25,-0.35,1.347,0.473,-0.169,1.336,0.2,-0.2,15.9,265.0,0,0,0,0,1
1867,8042453,K02304.01,CONFIRMED,11.17392077,6.13e-05,-6.13e-05,3.307,0.16,-0.16,325.0,18.3,-18.3,0.025,0.437,-0.025,0.016441,0.000752,-0.000548,2.73705,0.0455,-1.33723,1.64,0.48,-0.16,0.0981,89.94,796.0,94.84,81.36,-27.27,26.239,0.436,-0.436,5911.0,160.0,-195.0,4.519,0.037,-0.2,-0.1,0.25,-0.3,0.914,0.267,-0.089,1.006,0.123,-0.135,21.4,123.0,0,0,0,0,1
1868,10874215,K02305.01,CONFIRMED,31.0325991,0.000204,-0.000204,3.476,0.193,-0.193,737.0,49.6,-49.6,0.611,0.026,-0.488,0.02592,0.000141,-0.00213,3.49293,2.94031,-3.341,2.64,0.72,-0.25,0.1964,89.38,561.0,23.41,19.68,-6.91,56.2,23.7,-23.7,5841.0,182.0,-223.0,4.52,0.046,-0.184,0.07,0.25,-0.3,0.931,0.257,-0.086,1.047,0.112,-0.137,17.6,34.0,0,0,0,0,1
1871,3937519,K00221.02,CONFIRMED,5.89661966,4.59e-05,-4.59e-05,3.154,0.189,-0.189,144.0,10.4,-10.4,0.039,0.419,-0.039,0.01076,0.000616,-0.000459,1.63771,0.04527,-0.83457,1.28,0.26,-0.22,0.0614,89.84,1000.0,237.1,128.71,-82.04,14.439,0.399,-0.399,5392.0,80.0,-72.0,4.314,0.165,-0.15,0.18,0.15,-0.1,1.087,0.224,-0.184,0.888,0.061,-0.035,15.3,209.0,0,0,0,0,1
1872,8866137,K02074.01,CONFIRMED,33.4178173,0.000174,-0.000174,4.645,0.133,-0.133,1170.0,45.8,-45.8,0.913,0.028,-0.615,0.038586,0.000569,-0.00744,0.34276,3.66046,-0.17297,3.13,0.41,-0.24,0.1899,88.08,448.0,9.56,4.14,-2.29,27.2,13.2,-13.2,5136.0,153.0,-138.0,4.607,0.033,-0.077,-0.12,0.3,-0.3,0.744,0.096,-0.059,0.827,0.057,-0.098,28.4,37.0,0,0,0,0,1
1873,10857519,K02075.01,CONFIRMED,2.053341891,7.4e-06,-7.4e-06,2.596,0.0661,-0.0661,65.5,3.2,-3.2,0.966,0.011,-0.672,0.009704,6.7e-05,-0.00217,0.03726,1.22649,-0.01834,1.44,0.25,-0.25,0.0324,61.5,1737.0,2154.14,1100.4,-817.97,2.03,1.0,-1.0,6084.0,136.0,-136.0,4.204,0.168,-0.112,-0.06,0.15,-0.15,1.358,0.239,-0.239,1.076,0.102,-0.081,23.2,649.0,0,0,0,0,1
1874,9517393,K02076.01,CONFIRMED,56.7769831,0.000333,-0.000333,6.864,0.152,-0.152,884.0,28.4,-28.4,0.703,0.042,-0.505,0.029059,0.00378,-0.00184,0.62867,0.97903,-0.04776,3.21,0.8,-0.34,0.3002,89.15,491.0,13.74,10.38,-4.03,47.5,18.5,-18.5,6063.0,181.0,-181.0,4.476,0.055,-0.165,0.07,0.2,-0.35,1.012,0.252,-0.108,1.117,0.12,-0.16,33.6,21.0,0,0,0,0,1
1875,9351316,K02078.01,CONFIRMED,18.78429232,7.63e-05,-7.63e-05,3.1136,0.0994,-0.0994,1010.0,48.3,-48.3,0.658,0.008,-0.509,0.030522,0.0067,-0.0025,2.62181,2.91861,-2.04985,2.14,0.08,-0.1,0.1198,88.97,433.0,8.3,1.4,-1.33,36.6,13.6,-13.6,4243.0,84.0,-84.0,4.637,0.027,-0.02,0.02,0.15,-0.15,0.641,0.025,-0.03,0.651,0.034,-0.03,23.8,73.0,0,0,0,0,1
1876,6021193,K02148.03,CONFIRMED,3.61460279,2.83e-05,-2.83e-05,3.227,0.226,-0.226,64.8,4.9,-4.9,0.516,0.437,-0.297,0.007519,0.000157,-0.000596,0.59613,0.40912,-0.15246,1.14,0.19,-0.21,0.0487,86.02,1347.0,776.7,357.5,-300.99,7.44,2.6,-2.6,5711.0,101.0,-113.0,4.221,0.149,-0.122,0.48,0.05,-0.15,1.391,0.232,-0.258,1.173,0.083,-0.114,14.9,246.0,0,0,0,0,1
1877,10617017,K02149.01,CONFIRMED,13.15140223,7.98e-05,-7.98e-05,5.439,0.133,-0.133,97.8,4.4,-4.4,0.872,0.051,-0.589,0.010455,0.00016,-0.00144,0.09341,0.55591,-0.00071,1.87,0.35,-0.39,0.1187,84.73,1008.0,243.84,125.97,-102.57,9.49,4.7,-4.7,6154.0,111.0,-124.0,4.12,0.168,-0.126,0.14,0.15,-0.15,1.636,0.308,-0.339,1.287,0.119,-0.145,25.5,84.0,0,0,0,0,1
1878,3229150,K02150.01,CONFIRMED,18.5084526,0.000131,-0.000131,6.596,0.249,-0.249,759.0,28.7,-28.7,1.258,71.8,-2.217,0.286358,71.8,-2.21,0.0112,35.51783,-0.01849,29.33,8.82,-2.94,0.1383,77.63,683.0,51.32,46.25,-14.91,5.88,2.9,-2.9,5942.0,176.0,-193.0,4.506,0.039,-0.208,-0.06,0.25,-0.3,0.938,0.282,-0.094,1.028,0.127,-0.14,30.1,74.0,0,0,0,0,1
1880,9641481,K02152.01,CONFIRMED,42.1918331,0.000356,-0.000356,7.083,0.19,-0.19,489.0,21.7,-21.7,0.067,0.398,-0.067,0.019889,0.000913,-0.000501,1.05579,0.05008,-0.41371,2.35,0.32,-0.33,0.2315,89.92,526.0,18.08,6.66,-5.37,46.32,2.2,-2.2,5520.0,74.0,-74.0,4.339,0.138,-0.103,0.16,0.15,-0.15,1.08,0.15,-0.15,0.928,0.062,-0.043,25.7,33.0,0,0,0,0,1
1881,8892157,K02224.01,CONFIRMED,3.73090026,1.5e-05,-1.5e-05,2.9095,0.0933,-0.0933,191.0,9.2,-9.2,0.822,0.017,-0.567,0.014249,0.000187,-0.00178,0.27786,1.02556,-0.14227,1.48,0.22,-0.07,0.0473,81.98,1128.0,383.51,151.11,-57.19,5.89,2.7,-2.7,5709.0,77.0,-85.0,4.489,0.03,-0.12,0.14,0.15,-0.15,0.95,0.142,-0.047,1.014,0.052,-0.067,24.0,360.0,0,0,0,0,1
1882,8892157,K02224.02,CANDIDATE,86.130534,0.00808,-0.00808,3.321,0.661,-0.661,285.0,74.0,-74.0,0.072,0.4858,-0.0717,0.015395,0.00181,-0.00275,20.56079,1.22706,-13.27132,1.47,0.64,-0.11,0.3781,89.95,391.0,5.55,7.16,-1.34,200.5,12.0,-12.0,5830.0,155.0,-166.0,4.54,0.029,-0.309,-0.14,0.26,-0.28,0.876,0.382,-0.068,0.97,0.111,-0.112,3.7,,0,0,0,0,0
1883,11569782,K02225.01,CONFIRMED,2.787874175,9.77e-06,-9.77e-06,2.0348,0.098,-0.098,197.0,10.7,-10.7,0.153,0.314,-0.153,0.012361,0.000685,-0.00045,2.81072,0.41678,-1.16464,2.33,1.47,-1.33,0.0382,89.16,1432.0,993.06,1970.38,-829.45,10.49,1.6,-1.6,4827.0,144.0,-129.0,3.942,0.631,-0.34,0.56,0.05,-0.3,1.727,1.086,-0.987,0.952,0.197,-0.144,22.2,480.0,0,0,0,0,1
1884,4833421,K00232.04,CONFIRMED,37.9962369,0.000152,-0.000152,6.7751,0.0935,-0.0935,404.0,11.0,-11.0,0.023,0.395,-0.023,0.018389,0.00051,-0.000337,1.08783,0.00328,-0.37962,2.39,0.38,-0.38,0.221,89.97,618.0,34.55,15.66,-12.0,43.624,0.132,-0.132,6038.0,121.0,-121.0,4.284,0.137,-0.112,-0.16,0.15,-0.15,1.191,0.189,-0.189,0.995,0.082,-0.067,37.8,33.0,0,0,0,0,1
1886,7219825,K00238.01,CONFIRMED,17.23232894,3.57e-05,-3.57e-05,4.5568,0.0508,-0.0508,510.0,8.6,-8.6,0.395,0.096,-0.348,0.020998,0.000167,-0.000581,1.28263,0.45038,-0.09217,2.79,0.45,-0.41,0.1312,89.17,817.0,105.47,50.25,-35.25,27.2,9.6,-9.6,6086.0,133.0,-133.0,4.274,0.137,-0.112,-0.16,0.2,-0.15,1.216,0.199,-0.179,1.013,0.096,-0.064,64.1,77.0,0,0,0,0,1
1887,3749978,K02308.01,CONFIRMED,28.5057217,0.000284,-0.000284,6.324,0.227,-0.227,756.0,40.5,-40.5,0.695,0.03,-0.506,0.026795,0.00542,-0.00188,0.41114,0.61822,-0.34904,2.55,0.75,-0.26,0.1793,88.47,555.0,22.43,20.02,-6.28,26.04,9.8,-9.8,5712.0,169.0,-169.0,4.534,0.048,-0.192,-0.1,0.3,-0.3,0.87,0.259,-0.086,0.944,0.104,-0.104,20.8,46.0,0,0,0,0,1
1888,10010440,K02309.01,CONFIRMED,53.5991459,0.000414,-0.000414,6.811,0.176,-0.176,523.0,25.3,-25.3,0.658,0.269,-0.449,0.022119,0.00421,-0.00118,0.68566,0.7733,-0.56955,2.49,0.78,-0.26,0.2863,89.2,529.0,18.54,16.82,-5.49,47.0,17.7,-17.7,6319.0,169.0,-206.0,4.447,0.052,-0.208,-0.22,0.25,-0.35,1.032,0.32,-0.107,1.084,0.144,-0.144,23.1,25.0,0,0,0,0,1
1889,11718144,K02310.01,CONFIRMED,16.4581861,5.98e-05,-5.98e-05,1.9637,0.0872,-0.0872,436.0,23.4,-23.4,0.108,0.349,-0.108,0.018826,0.000948,-0.000612,19.06113,3.88319,-7.10318,1.82,0.23,-0.09,0.1244,89.9,644.0,40.61,13.74,-5.93,64.9,13.2,-13.2,5475.0,73.0,-82.0,4.521,0.028,-0.105,0.14,0.15,-0.15,0.884,0.112,-0.042,0.946,0.044,-0.058,22.4,76.0,0,0,0,0,1
1890,4247991,K02311.01,CANDIDATE,191.864193,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1891,4247991,K02311.02,CANDIDATE,13.72549689,,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1893,9473078,K02079.01,CONFIRMED,0.693842661,1.62e-06,-1.62e-06,1.6197,0.064,-0.064,49.3,2.1,-2.1,0.195,0.269,-0.195,0.00636,0.000275,-0.00017,1.39599,0.21783,-0.46413,0.83,0.17,-0.19,0.0148,86.59,2161.0,5182.78,2864.21,-2295.8,3.287,0.513,-0.513,5457.0,81.0,-73.0,4.239,0.228,-0.152,0.14,0.15,-0.15,1.196,0.251,-0.279,0.903,0.06,-0.042,28.9,1930.0,0,0,0,0,1
1894,10864531,K02080.01,CONFIRMED,83.4887405,0.000589,-0.000589,6.21,0.163,-0.163,955.0,40.5,-40.5,0.42,0.04,-0.42,0.028709,0.000634,-0.00115,2.43432,1.00318,-0.37476,2.95,0.93,-0.31,0.3779,89.75,411.0,6.76,6.4,-2.03,96.4,39.7,-39.7,5910.0,176.0,-193.0,4.505,0.052,-0.208,-0.02,0.25,-0.3,0.94,0.297,-0.099,1.032,0.124,-0.138,24.7,16.0,0,0,0,0,1
1895,10864531,K02080.02,CONFIRMED,34.0607677,0.000137,-0.000137,2.471,0.101,-0.101,819.0,44.5,-44.5,0.786,0.137,-0.574,0.028882,0.00384,-0.00284,5.56281,16.60796,-4.65201,2.96,0.94,-0.31,0.2079,89.36,554.0,22.32,21.15,-6.68,69.9,34.8,-34.8,5910.0,176.0,-193.0,4.505,0.052,-0.208,-0.02,0.25,-0.3,0.94,0.297,-0.099,1.032,0.124,-0.138,20.5,39.0,0,0,0,0,1
