rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,target_encoded
1897,9472000,K02082.01,CONFIRMED,31.5888979,0.000121,-0.000121,3.438,0.0986,-0.0986,361.0,15.6,-15.6,0.194,0.251,-0.194,0.01735,0.000671,-0.0005,6.53293,1.07668,-2.0829,2.59,0.4,-0.49,0.197,89.84,682.0,51.02,21.79,-19.93,70.1,11.6,-11.6,5866.0,105.0,-117.0,4.175,0.182,-0.098,0.0,0.15,-0.15,1.367,0.209,-0.256,1.02,0.093,-0.078,27.3,41.0,0,0,0,0,1
1898,10253547,K02153.01,CONFIRMED,59.9809868,0.00047,-0.00047,7.588,0.169,-0.169,282.0,11.7,-11.7,0.918,0.036,-0.625,0.018577,0.000384,-0.00303,0.0995,1.18171,-0.05503,2.81,0.51,-0.52,0.3108,88.03,568.0,24.58,12.61,-9.54,26.6,13.2,-13.2,6103.0,122.0,-134.0,4.202,0.149,-0.122,0.02,0.15,-0.15,1.383,0.252,-0.252,1.109,0.112,-0.082,25.2,22.0,0,0,0,0,1
1899,10253547,K02153.02,CONFIRMED,25.7457957,0.000321,-0.000321,7.073,0.205,-0.205,140.0,7.9,-7.9,0.661,0.26,-0.433,0.011447,0.00186,-0.000688,0.27594,0.34297,-0.0017,1.73,0.31,-0.32,0.1768,88.22,753.0,75.97,38.96,-29.48,21.3,8.8,-8.8,6103.0,122.0,-134.0,4.202,0.149,-0.122,0.02,0.15,-0.15,1.383,0.252,-0.252,1.109,0.112,-0.082,19.3,52.0,0,0,0,0,1
1900,12505076,K02154.01,CONFIRMED,11.92979348,6.66e-05,-6.66e-05,6.152,0.122,-0.122,709.0,28.1,-28.1,0.003,0.412,-0.003,0.0242,0.000882,-0.000516,0.46536,0.02552,-0.13376,2.43,0.68,-0.24,0.1028,89.99,770.0,83.04,67.79,-24.19,15.184,0.833,-0.833,5831.0,157.0,-192.0,4.517,0.048,-0.204,0.0,0.25,-0.3,0.921,0.256,-0.092,1.016,0.116,-0.127,27.8,107.0,0,0,0,0,1
1902,12116380,K02155.01,CONFIRMED,4.3394569,1.07e-05,-1.07e-05,2.3652,0.0607,-0.0607,337.0,12.3,-12.3,0.821,0.036,-0.564,0.019041,0.00264,-0.00253,0.61782,2.12164,-0.21299,2.11,0.29,-0.29,0.0497,84.46,1061.0,300.07,111.52,-89.65,8.5,4.2,-4.2,5330.0,79.0,-79.0,4.366,0.132,-0.108,0.18,0.15,-0.1,1.013,0.139,-0.139,0.869,0.06,-0.034,31.6,309.0,0,0,0,0,1
1903,2556650,K02156.01,CONFIRMED,2.852348262,2.93e-06,-2.93e-06,0.7051,0.0395,-0.0395,1400.0,59.1,-59.1,0.295,0.141,-0.295,0.035061,0.00087,-0.00142,67.07426,22.44574,-18.93102,1.66,0.18,-0.2,0.0305,89.45,621.0,34.95,11.51,-10.16,30.7,10.3,-10.3,3731.0,74.0,-81.0,4.83,0.055,-0.055,-0.28,0.15,-0.15,0.433,0.047,-0.052,0.463,0.041,-0.055,33.3,471.0,0,0,0,0,1
1904,10600955,K02227.01,CONFIRMED,65.6480892,0.000549,-0.000549,5.746,0.231,-0.231,589.0,30.9,-30.9,0.949,0.011,-0.678,0.028896,0.000283,-0.00668,0.1835,4.7666,-0.02137,3.93,0.57,-0.69,0.3197,88.43,485.0,13.04,4.95,-4.7,34.7,17.3,-17.3,5565.0,75.0,-83.0,4.251,0.149,-0.108,0.32,0.15,-0.15,1.246,0.179,-0.219,1.008,0.057,-0.057,22.0,20.0,0,0,0,0,1
1906,4473226,K02229.01,CONFIRMED,14.83340944,8.04e-05,-8.04e-05,3.927,0.179,-0.179,783.0,47.6,-47.6,0.399,0.086,-0.399,0.025764,0.000975,-0.00135,1.74393,0.73611,-0.57907,2.54,0.31,-0.18,0.1134,89.16,694.0,54.74,17.87,-10.23,27.3,11.5,-11.5,5570.0,74.0,-83.0,4.471,0.064,-0.096,-0.08,0.15,-0.15,0.904,0.11,-0.064,0.882,0.055,-0.05,19.1,44.0,0,0,0,0,1
1908,2854181,K02232.01,CONFIRMED,101.1323475,0.000588,-0.000588,4.366,0.136,-0.136,1500.0,61.9,-61.9,0.057,0.396,-0.057,0.034853,0.00152,-0.000763,11.30905,1.13137,-3.66254,3.87,0.5,-0.41,0.4137,89.98,380.0,4.91,1.73,-1.19,182.9,18.3,-18.3,5492.0,82.0,-74.0,4.389,0.105,-0.095,0.16,0.15,-0.15,1.016,0.131,-0.108,0.921,0.057,-0.042,25.7,14.0,0,0,0,0,1
1910,10132832,K02313.01,CONFIRMED,16.07673148,6.46e-05,-6.46e-05,2.205,0.106,-0.106,488.0,29.6,-29.6,0.108,0.346,-0.108,0.020172,0.00103,-0.000637,13.21157,1.92505,-5.3339,2.14,0.66,-0.22,0.1281,89.89,724.0,64.75,59.79,-19.14,56.52,8.2,-8.2,5957.0,177.0,-195.0,4.498,0.052,-0.221,0.07,0.25,-0.35,0.971,0.299,-0.1,1.083,0.126,-0.154,19.3,82.0,0,0,0,0,1
1911,3219995,K02314.01,CONFIRMED,18.87058705,6.73e-05,-6.73e-05,3.4701,0.0799,-0.0799,588.0,23.6,-23.6,0.878,0.026,-0.64,0.025771,0.000283,-0.00344,0.56932,3.60542,-0.16751,2.67,0.85,-0.28,0.1401,87.72,701.0,56.97,54.48,-17.16,22.0,10.7,-10.7,6103.0,181.0,-200.0,4.496,0.04,-0.229,-0.2,0.3,-0.3,0.949,0.303,-0.101,1.028,0.139,-0.139,28.5,70.0,0,0,0,0,1
1912,6062929,K02315.01,CONFIRMED,22.1334224,0.000109,-0.000109,2.049,0.126,-0.126,655.0,48.0,-48.0,0.025,0.422,-0.025,0.022996,0.00156,-0.000686,23.21099,3.3414,-11.39524,1.76,0.24,-0.13,0.1416,89.98,507.0,15.65,7.08,-3.61,84.4,12.1,-12.1,5165.0,153.0,-138.0,4.633,0.033,-0.082,-0.32,0.3,-0.3,0.702,0.096,-0.052,0.782,0.066,-0.088,16.3,60.0,0,0,0,0,1
1914,7219825,K00238.02,CONFIRMED,26.6951944,0.000261,-0.000261,4.576,0.207,-0.207,133.0,10.6,-10.6,0.136,0.311,-0.136,0.010567,0.000595,-0.000431,2.35995,0.30045,-0.96518,1.4,0.23,-0.2,0.1757,89.83,706.0,58.81,28.02,-19.66,44.63,5.7,-5.7,6086.0,133.0,-133.0,4.274,0.137,-0.112,-0.16,0.2,-0.15,1.216,0.199,-0.179,1.013,0.096,-0.064,13.4,46.0,0,0,0,0,1
1915,7097965,K02083.01,CONFIRMED,7.72085047,2.08e-05,-2.08e-05,1.8264,0.0696,-0.0696,267.0,12.7,-12.7,0.963,0.029,-0.717,0.019674,0.00132,-0.00471,0.40645,17.10774,-0.46677,2.53,0.4,-0.4,0.0761,84.91,1021.0,257.14,112.96,-90.31,10.86,5.4,-5.4,5887.0,105.0,-129.0,4.29,0.138,-0.113,-0.06,0.15,-0.15,1.177,0.186,-0.186,0.985,0.078,-0.064,25.0,127.0,0,0,0,0,1
1916,4249725,K00222.01,CONFIRMED,6.312508525,5.26e-06,-5.26e-06,2.7455,0.0265,-0.0265,1290.0,12.9,-12.9,0.029,0.374,-0.029,0.032005,0.000798,-0.000288,2.82876,0.02755,-0.90046,2.0,0.26,-0.33,0.0561,89.91,575.0,25.94,24.5,-13.02,18.129,0.177,-0.177,4090.0,447.0,-335.0,4.696,0.084,-0.056,-0.18,0.15,-0.1,0.571,0.076,-0.093,0.591,0.089,-0.089,112.5,215.0,0,0,0,0,1
1917,3967326,K02084.01,CONFIRMED,4.19577385,1.57e-05,-1.57e-05,2.1557,0.0918,-0.0918,874.0,45.0,-45.0,0.521,0.017,-0.468,0.027507,0.000255,-0.00202,2.46352,1.73818,-0.39468,3.02,0.98,-0.53,0.0488,87.73,1047.0,283.78,289.09,-116.74,13.19,4.7,-4.7,5229.0,183.0,-183.0,4.378,0.16,-0.24,0.32,0.15,-0.25,1.005,0.328,-0.177,0.878,0.081,-0.061,23.3,209.0,0,0,0,0,1
1918,6768394,K02086.01,CONFIRMED,7.1329472,3.64e-05,-3.64e-05,4.368,0.129,-0.129,145.0,5.9,-5.9,0.612,0.309,-0.403,0.011502,0.00205,-0.000532,0.38003,0.31946,-0.325,1.64,0.26,-0.32,0.0719,86.52,1102.0,349.21,155.19,-140.9,10.07,4.2,-4.2,5862.0,105.0,-117.0,4.194,0.182,-0.098,-0.1,0.15,-0.15,1.307,0.209,-0.256,0.973,0.085,-0.071,27.2,188.0,0,0,0,0,1
1919,6768394,K02086.02,CONFIRMED,8.91901228,5.08e-05,-5.08e-05,4.141,0.12,-0.12,181.0,6.7,-6.7,0.619,0.288,-0.404,0.012857,0.00228,-0.000595,0.54873,0.46728,-0.41904,1.84,0.29,-0.36,0.0835,87.32,1023.0,258.92,115.07,-104.47,13.21,5.6,-5.6,5862.0,105.0,-117.0,4.194,0.182,-0.098,-0.1,0.15,-0.15,1.307,0.209,-0.256,0.973,0.085,-0.071,29.6,150.0,0,0,0,0,1
1920,5211199,K02158.01,CONFIRMED,4.5620407,1.62e-05,-1.62e-05,2.8521,0.079,-0.079,81.6,4.0,-4.0,0.925,0.002,-0.648,0.010314,2.6e-05,-0.00211,0.11805,1.54554,-0.00243,2.82,0.53,-0.98,0.0592,79.48,1533.0,1306.97,653.71,-780.17,5.06,2.5,-2.5,5343.0,85.0,-74.0,3.764,0.238,-0.102,0.08,0.15,-0.15,2.506,0.468,-0.87,1.33,0.146,-0.341,22.8,287.0,0,0,0,0,1
1923,5546761,K02160.01,CONFIRMED,17.6700291,0.000123,-0.000123,6.693,0.188,-0.188,348.0,15.0,-15.0,0.932,0.025,-0.659,0.021247,0.000349,-0.00398,0.037,0.55299,-0.01785,2.89,0.49,-0.48,0.1348,83.69,778.0,86.37,37.85,-29.68,8.48,4.2,-4.2,5795.0,78.0,-78.0,4.265,0.15,-0.112,0.16,0.15,-0.15,1.247,0.209,-0.209,1.042,0.079,-0.063,25.0,61.0,0,0,0,0,1
1924,5546761,K02160.02,CANDIDATE,15.40877383,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1925,9205938,K02162.01,CONFIRMED,108.593113,0.00113,-0.00113,7.989,0.234,-0.234,338.0,15.4,-15.4,0.007,0.446,-0.007,0.016727,0.000707,-0.000466,1.88819,0.12621,-0.66988,1.68,0.21,-0.21,0.4126,90.0,374.0,4.64,1.71,-1.34,105.58,7.1,-7.1,5678.0,113.0,-102.0,4.409,0.132,-0.088,-0.4,0.15,-0.15,0.921,0.115,-0.115,0.794,0.071,-0.03,24.3,12.0,0,0,0,0,1
1926,10723367,K02236.01,CONFIRMED,19.9865916,0.000129,-0.000129,4.391,0.324,-0.324,648.0,35.2,-35.2,0.962,0.023,-0.665,0.031224,0.000778,-0.00772,0.1037,4.05009,-0.05096,4.22,0.69,-0.84,0.1404,85.75,720.0,63.67,27.73,-24.94,12.99,6.4,-6.4,5500.0,82.0,-71.0,4.218,0.195,-0.12,0.14,0.15,-0.1,1.238,0.202,-0.247,0.922,0.066,-0.039,21.8,68.0,0,0,0,0,1
1927,10723367,K02236.02,CONFIRMED,12.12580644,7.96e-05,-7.96e-05,3.289,0.177,-0.177,328.0,25.3,-25.3,0.805,0.153,-0.593,0.018511,0.003,-0.0023,0.69986,2.43399,-0.61735,2.5,0.41,-0.5,0.1007,87.38,851.0,123.78,53.9,-48.48,17.59,8.7,-8.7,5500.0,82.0,-71.0,4.218,0.195,-0.12,0.14,0.15,-0.1,1.238,0.202,-0.247,0.922,0.066,-0.039,14.0,105.0,0,0,0,0,1
1928,5005121,K02237.01,CONFIRMED,76.421501,0.00132,-0.00132,7.218,0.396,-0.396,578.0,28.9,-28.9,0.015,0.509,-0.015,0.021656,0.00101,-0.0011,1.82753,0.71609,-0.92471,2.81,0.42,-0.51,0.3462,89.99,455.0,10.11,4.05,-3.69,82.6,32.4,-32.4,5561.0,83.0,-75.0,4.263,0.168,-0.112,0.16,0.15,-0.15,1.19,0.177,-0.216,0.946,0.068,-0.045,23.9,19.0,0,0,0,0,1
1929,4833421,K00232.05,CONFIRMED,56.2590881,0.00028,-0.00028,8.114,0.114,-0.114,349.0,12.0,-12.0,0.026,0.383,-0.026,0.017091,0.00055,-0.000293,0.93373,0.04348,-0.24512,2.22,0.36,-0.35,0.287,89.97,543.0,20.49,9.28,-7.12,53.86,2.5,-2.5,6038.0,121.0,-121.0,4.284,0.137,-0.112,-0.16,0.15,-0.15,1.191,0.189,-0.189,0.995,0.082,-0.067,29.7,22.0,0,0,0,0,1
1930,8229458,K02238.01,CONFIRMED,1.646801683,3.51e-06,-3.51e-06,1.1966,0.0617,-0.0617,284.0,14.0,-14.0,0.129,0.346,-0.129,0.01543,0.000668,-0.000465,8.32289,0.80685,-3.67896,0.86,0.07,-0.06,0.0223,89.3,806.0,99.8,24.8,-21.54,10.61,1.0,-1.0,3810.0,76.0,-84.0,4.753,0.035,-0.038,-0.02,0.15,-0.15,0.513,0.038,-0.038,0.543,0.031,-0.046,25.2,807.0,0,0,0,0,1
1931,10684670,K02317.01,CONFIRMED,3.78861833,2.29e-05,-2.29e-05,2.808,0.185,-0.185,143.0,9.7,-9.7,0.183,0.265,-0.183,0.010833,0.000523,-0.000492,1.42473,0.34636,-0.56469,1.23,0.18,-0.14,0.0467,88.98,1158.0,424.17,160.77,-111.15,10.26,2.5,-2.5,5560.0,75.0,-75.0,4.379,0.11,-0.099,0.16,0.15,-0.15,1.04,0.149,-0.122,0.943,0.06,-0.05,18.2,285.0,0,0,0,0,1
1932,11495458,K02318.01,CONFIRMED,10.45839865,5.78e-05,-5.78e-05,3.154,0.126,-0.126,307.0,19.3,-19.3,0.009,0.469,-0.009,0.015375,0.00104,-0.000551,2.94604,0.39195,-1.16969,1.25,0.04,-0.06,0.0845,89.98,609.0,32.45,3.99,-5.41,25.73,3.4,-3.4,4641.0,74.0,-83.0,4.557,0.049,-0.014,0.16,0.15,-0.15,0.747,0.02,-0.04,0.734,0.044,-0.028,18.6,103.0,0,0,0,0,1
1933,9003401,K02319.01,CONFIRMED,21.1033014,7.29e-05,-7.29e-05,2.059,0.0919,-0.0919,193.0,10.9,-10.9,0.125,0.339,-0.125,0.012695,0.000635,-0.000368,20.69866,3.02127,-8.59805,1.56,0.27,-0.14,0.1528,89.91,718.0,62.99,30.11,-15.64,78.7,11.5,-11.5,6000.0,108.0,-133.0,4.363,0.08,-0.12,0.06,0.15,-0.15,1.126,0.195,-0.105,1.068,0.086,-0.07,21.3,62.0,0,0,0,0,1
1934,5978559,K02321.01,CONFIRMED,95.6114617,0.000863,-0.000863,7.489,0.244,-0.244,487.0,24.0,-24.0,0.046,0.407,-0.046,0.020097,0.000877,-0.000576,2.03186,0.02812,-0.84616,2.37,0.38,-0.13,0.4267,89.97,421.0,7.45,3.03,-1.2,99.39,1.4,-1.4,6002.0,71.0,-89.0,4.424,0.032,-0.12,0.2,0.15,-0.15,1.081,0.171,-0.061,1.135,0.062,-0.07,21.6,14.0,0,0,0,0,1
1937,6768394,K02086.03,CONFIRMED,11.8984948,0.000142,-0.000142,3.015,0.295,-0.295,131.0,12.2,-12.2,0.836,0.046,-0.57,0.011851,0.00304,-0.000925,0.68051,6.89865,-0.46841,1.69,0.27,-0.33,0.1012,87.21,929.0,176.27,78.34,-71.12,17.2,8.3,-8.3,5862.0,105.0,-117.0,4.194,0.182,-0.098,-0.1,0.15,-0.15,1.307,0.209,-0.256,0.973,0.085,-0.071,15.9,89.0,0,0,0,0,1
1938,6922710,K02087.01,CONFIRMED,23.1274171,0.000157,-0.000157,4.901,0.149,-0.149,157.0,8.6,-8.6,0.737,0.217,-0.506,0.012395,0.00227,-0.00102,0.55453,1.0719,-0.50932,1.44,0.23,-0.13,0.1602,88.31,667.0,46.89,20.35,-11.15,25.0,12.1,-12.1,5865.0,105.0,-117.0,4.393,0.08,-0.12,0.07,0.15,-0.15,1.066,0.166,-0.097,1.024,0.074,-0.067,20.9,54.0,0,0,0,0,1
1939,11348997,K02090.01,CONFIRMED,5.132486123,9.63e-06,-9.63e-06,1.4575,0.0461,-0.0461,908.0,31.0,-31.0,0.217,0.222,-0.217,0.026773,0.001,-0.000796,14.13898,1.33275,-5.19933,1.69,0.09,-0.08,0.0497,89.54,584.0,27.41,5.61,-4.42,27.0,2.5,-2.5,3879.0,77.0,-77.0,4.707,0.018,-0.036,0.32,0.15,-0.15,0.578,0.032,-0.027,0.619,0.023,-0.035,35.4,217.0,0,0,0,0,1
1940,5705819,K02091.01,CONFIRMED,8.77997349,3.19e-05,-3.19e-05,3.2201,0.0981,-0.0981,756.0,26.6,-26.6,0.481,0.002,-0.481,0.025421,0.00799,-0.00077,1.65118,0.93622,-0.25989,2.12,0.3,-0.16,0.0787,88.54,713.0,61.24,28.71,-14.92,18.88,5.4,-5.4,5191.0,155.0,-155.0,4.597,0.03,-0.09,-0.06,0.3,-0.3,0.764,0.109,-0.058,0.85,0.068,-0.093,32.7,156.0,0,0,0,0,1
1941,6696580,K02092.01,CONFIRMED,57.6896212,0.000355,-0.000355,5.118,0.258,-0.258,1630.0,57.2,-57.2,0.924,0.034,-0.638,0.044886,0.00103,-0.00736,0.42264,5.03419,-0.25714,5.14,1.54,-0.66,0.3025,88.74,512.0,16.19,14.71,-5.81,42.1,20.9,-20.9,6228.0,196.0,-261.0,4.441,0.065,-0.195,-0.08,0.25,-0.3,1.049,0.313,-0.134,1.107,0.159,-0.145,30.2,20.0,0,0,0,0,1
1942,11358389,K02163.01,CONFIRMED,10.66489514,4.55e-05,-4.55e-05,3.159,0.109,-0.109,293.0,13.1,-13.1,0.308,0.15,-0.308,0.015773,0.000466,-0.000552,2.59019,0.75931,-0.65699,1.76,0.57,-0.23,0.0961,89.29,865.0,132.15,131.05,-45.49,24.97,7.3,-7.3,6014.0,190.0,-211.0,4.436,0.072,-0.217,-0.04,0.25,-0.3,1.021,0.333,-0.133,1.037,0.145,-0.13,25.3,125.0,0,0,0,0,1
1943,7204981,K02164.01,CONFIRMED,5.1233204,2.06e-05,-2.06e-05,2.7466,0.092,-0.092,286.0,13.3,-13.3,0.308,0.128,-0.308,0.015347,0.00052,-0.000565,1.89424,0.5896,-0.38839,1.65,0.17,-0.2,0.0556,88.72,994.0,231.12,70.45,-61.22,13.8,4.3,-4.3,5364.0,85.0,-75.0,4.394,0.114,-0.076,0.14,0.15,-0.15,0.982,0.105,-0.116,0.872,0.064,-0.032,25.1,255.0,0,0,0,0,1
1944,3847907,K00229.01,CONFIRMED,3.573202801,9e-07,-9e-07,2.88,0.0114,-0.0114,2980.0,9.7,-9.7,0.053,0.227,-0.053,0.049237,0.000476,-0.000161,1.45984,0.00572,-0.28727,5.81,1.6,-0.94,0.0457,89.69,1210.0,507.91,442.5,-203.01,9.9507,0.039,-0.039,5646.0,200.0,-220.0,4.37,0.128,-0.192,0.22,0.2,-0.3,1.08,0.298,-0.174,0.996,0.12,-0.1,362.1,378.0,0,0,0,0,1
1945,4370527,K02166.01,CONFIRMED,61.6174528,0.000357,-0.000357,3.816,0.148,-0.148,1350.0,80.5,-80.5,0.091,0.378,-0.091,0.033006,0.0017,-0.00128,10.19029,0.70787,-4.48694,3.36,0.41,-0.2,0.302,89.96,424.0,7.67,2.54,-1.25,126.93,8.8,-8.8,5480.0,73.0,-82.0,4.485,0.045,-0.105,0.24,0.15,-0.15,0.931,0.115,-0.053,0.966,0.039,-0.054,19.5,14.0,0,0,0,0,1
1946,6041734,K02167.01,CONFIRMED,24.3398202,0.000143,-0.000143,3.891,0.13,-0.13,777.0,30.0,-30.0,0.928,0.004,-0.647,0.031817,0.000198,-0.00631,0.3189,4.69781,-0.03453,5.09,0.85,-1.13,0.1644,87.53,737.0,69.79,30.99,-29.81,21.5,10.6,-10.6,5596.0,84.0,-75.0,4.105,0.203,-0.101,0.14,0.15,-0.15,1.466,0.244,-0.326,0.998,0.081,-0.066,27.8,47.0,0,0,0,0,1
1947,5125347,K02241.01,CONFIRMED,7.16520428,2.67e-05,-2.67e-05,1.705,0.108,-0.108,434.0,29.0,-29.0,0.142,0.315,-0.142,0.019138,0.000911,-0.000774,12.53756,0.56756,-6.50403,2.31,0.74,-0.27,0.0765,89.75,1034.0,270.34,259.4,-92.5,32.4,1.5,-1.5,6174.0,173.0,-260.0,4.417,0.054,-0.216,0.1,0.25,-0.3,1.103,0.358,-0.128,1.162,0.158,-0.158,17.6,181.0,0,0,0,0,1
1948,9336200,K02242.01,CONFIRMED,1.755843555,4.92e-06,-4.92e-06,1.9425,0.0642,-0.0642,386.0,18.0,-18.0,0.893,0.008,-0.675,0.021444,0.000875,-0.00363,0.27533,2.04122,-0.03388,1.94,0.44,-0.17,0.0277,75.45,1343.0,771.02,518.61,-205.91,3.55,1.8,-1.8,5569.0,149.0,-166.0,4.566,0.036,-0.153,-0.08,0.3,-0.3,0.829,0.188,-0.075,0.928,0.081,-0.102,25.1,765.0,0,0,0,0,1
1950,4454934,K02245.01,CONFIRMED,33.4698571,0.000221,-0.000221,4.749,0.12,-0.12,371.0,17.9,-17.9,0.876,0.041,-0.61,0.020478,0.00108,-0.00294,0.37871,2.39304,-0.14665,2.45,0.7,-0.41,0.2006,88.22,609.0,32.52,27.41,-12.57,28.2,13.7,-13.7,5912.0,160.0,-178.0,4.342,0.136,-0.187,-0.14,0.3,-0.3,1.094,0.314,-0.183,0.96,0.135,-0.11,23.2,43.0,0,0,0,0,1
1952,7120108,K02325.01,CONFIRMED,1.025857984,1.05e-06,-1.05e-06,0.8069,0.0351,-0.0351,271.0,10.2,-10.2,0.779,0.137,-0.579,0.016977,5.3e-05,-0.00195,4.73936,12.42572,-3.61935,1.57,0.08,-0.1,0.0187,83.02,1520.0,1264.7,226.59,-228.03,6.41,2.8,-2.8,5123.0,82.0,-82.0,4.501,0.066,-0.038,0.14,0.15,-0.15,0.847,0.044,-0.055,0.828,0.048,-0.035,36.0,1302.0,0,0,0,0,1
1954,8007644,K02328.01,CONFIRMED,25.2034128,0.000137,-0.000137,4.515,0.137,-0.137,697.0,35.7,-35.7,0.168,0.297,-0.168,0.024063,0.00106,-0.000714,2.38173,0.24119,-0.87095,2.42,0.67,-0.24,0.1693,89.78,600.0,30.62,24.99,-8.66,43.08,4.4,-4.4,5831.0,157.0,-175.0,4.517,0.048,-0.204,0.0,0.25,-0.3,0.921,0.256,-0.092,1.016,0.116,-0.127,22.3,56.0,0,0,0,0,1
1955,11192235,K02329.01,CONFIRMED,1.615357809,2.32e-06,-2.32e-06,1.1435,0.0377,-0.0377,500.0,20.7,-20.7,0.931,0.007,-0.679,0.025766,7.5e-05,-0.00478,0.77472,12.87228,-0.07592,1.37,0.09,-0.13,0.0213,78.69,806.0,99.32,23.7,-25.18,4.75,2.3,-2.3,3821.0,76.0,-84.0,4.755,0.056,-0.028,-0.28,0.15,-0.15,0.486,0.034,-0.047,0.49,0.04,-0.04,31.2,822.0,0,0,0,0,1
1956,6383785,K00239.01,CONFIRMED,5.640676975,3.73e-06,-3.73e-06,2.8354,0.0263,-0.0263,1450.0,11.4,-11.4,0.033,0.369,-0.033,0.034594,0.000677,-0.000453,2.31253,0.0339,-0.75265,4.59,0.76,-0.69,0.0627,89.88,1125.0,379.36,164.09,-120.04,15.726,0.231,-0.231,5794.0,78.0,-78.0,4.282,0.137,-0.112,0.14,0.15,-0.15,1.216,0.201,-0.183,1.032,0.079,-0.063,145.9,242.0,0,0,0,0,1
1957,6696580,K02092.02,CONFIRMED,25.5638626,0.000127,-0.000127,4.685,0.109,-0.109,1120.0,39.1,-39.1,0.85,0.062,-0.62,0.034909,0.00338,-0.00403,0.43121,1.93349,-0.05091,4.0,1.19,-0.51,0.1758,88.02,671.0,47.94,43.54,-17.2,24.6,12.3,-12.3,6228.0,196.0,-261.0,4.441,0.065,-0.195,-0.08,0.25,-0.3,1.049,0.313,-0.134,1.107,0.159,-0.145,31.6,42.0,0,0,0,0,1
1959,4249725,K00222.02,CONFIRMED,12.7945474,2.62e-05,-2.62e-05,3.4197,0.0531,-0.0531,817.0,16.4,-16.4,0.18,0.26,-0.18,0.025596,0.00072,-0.000487,2.77961,0.16681,-0.85537,1.6,0.21,-0.26,0.0899,89.64,455.0,10.1,9.54,-5.07,28.87,1.7,-1.7,4090.0,447.0,-335.0,4.696,0.084,-0.056,-0.18,0.15,-0.1,0.571,0.076,-0.093,0.591,0.089,-0.089,54.1,94.0,0,0,0,0,1
1960,8505920,K02094.01,CONFIRMED,42.4269647,0.000331,-0.000331,5.907,0.634,-0.634,632.0,37.7,-37.7,0.962,0.051,-0.057,0.031124,0.0019,-0.0107,0.08951,0.12321,-0.06042,3.44,0.55,-0.45,0.2274,87.3,496.0,14.33,6.12,-4.14,20.42,9.4,-9.4,5330.0,79.0,-79.0,4.366,0.137,-0.125,0.18,0.15,-0.1,1.013,0.162,-0.133,0.869,0.065,-0.035,26.0,33.0,0,0,0,0,1
1961,7918992,K02095.01,CONFIRMED,1.434745129,3.37e-06,-3.37e-06,1.862,0.0593,-0.0593,201.0,8.3,-8.3,0.108,0.336,-0.108,0.012886,0.000463,-0.000378,1.94361,0.09834,-0.75461,1.5,0.23,-0.13,0.0252,88.96,1664.0,1813.0,731.22,-382.77,5.958,0.301,-0.301,5806.0,69.0,-87.0,4.4,0.066,-0.123,0.16,0.15,-0.15,1.064,0.167,-0.09,1.037,0.069,-0.063,28.4,933.0,0,0,0,0,1
1962,6041734,K02167.02,CANDIDATE,6.95787,0.00035,-0.00035,4.537,0.923,-0.923,182.0,85.4,-85.4,0.1686,0.3303,-0.1682,0.012454,0.00351,-0.00126,0.65497,9.10448,-0.62045,1.39,0.55,-0.17,0.0708,89.38,1047.0,284.4,339.61,-95.6,11.88,5.9,-5.9,6240.0,192.0,-229.0,4.406,0.083,-0.271,-0.38,0.26,-0.3,1.025,0.404,-0.125,0.975,0.143,-0.113,1.8,,0,0,0,0,0
1963,11308499,K02168.01,CONFIRMED,3.28192056,1.28e-05,-1.28e-05,2.917,0.0981,-0.0981,191.0,8.9,-8.9,0.223,0.234,-0.223,0.012619,0.000514,-0.000367,1.0833,0.18347,-0.3605,1.6,0.26,-0.2,0.0442,88.5,1326.0,728.9,312.16,-197.99,8.51,1.4,-1.4,5859.0,79.0,-79.0,4.335,0.099,-0.11,0.16,0.15,-0.15,1.162,0.19,-0.143,1.064,0.07,-0.07,24.5,407.0,0,0,0,0,1
1964,11308499,K02168.02,CONFIRMED,12.51610549,8.37e-05,-8.37e-05,4.853,0.146,-0.146,263.0,12.4,-12.4,0.023,0.424,-0.023,0.014724,0.000601,-0.000464,0.9654,0.06921,-0.35406,1.87,0.3,-0.23,0.1078,89.93,848.0,122.54,52.48,-33.29,20.0,1.4,-1.4,5859.0,79.0,-79.0,4.335,0.099,-0.11,0.16,0.15,-0.15,1.162,0.19,-0.143,1.064,0.07,-0.07,22.6,101.0,0,0,0,0,1
