rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
702,10858691,K01306.04,CONFIRMED,29.2214959,0.000227,-0.000227,4.014,0.169,-0.169,394.0,28.5,-28.5,0.779,0.174,-0.545,0.019962,0.00403,-0.00206,1.08613,3.02687,-0.99936,1.81,0.18,-0.14,0.1723,88.78,539.0,20.03,6.37,-4.33,36.6,17.0,-17.0,5576.0,111.0,-111.0,4.503,0.075,-0.075,-0.36,0.15,-0.15,0.829,0.086,-0.065,0.8,0.06,-0.04,14.6,37.0,0,0,0,0
703,10973814,K01307.01,CONFIRMED,44.8520997,0.000156,-0.000156,3.5729,0.0859,-0.0859,781.0,26.2,-26.2,0.807,0.107,-0.562,0.02861,0.00258,-0.00335,2.15312,6.47271,-1.47437,3.35,0.51,-0.42,0.2409,89.24,513.0,16.35,6.55,-4.49,61.2,26.3,-26.3,5514.0,74.0,-74.0,4.345,0.132,-0.108,0.16,0.15,-0.15,1.071,0.163,-0.134,0.926,0.062,-0.043,33.0,28.0,0,0,0,0
704,10973814,K01307.02,CONFIRMED,20.34237838,5.57e-05,-5.57e-05,2.3351,0.0764,-0.0764,565.0,22.6,-22.6,0.826,0.134,-0.595,0.024633,0.0054,-0.00307,3.01493,11.94279,-2.65428,2.88,0.44,-0.36,0.1422,88.83,667.0,46.93,18.79,-12.9,40.4,20.0,-20.0,5514.0,74.0,-74.0,4.345,0.132,-0.108,0.16,0.15,-0.15,1.071,0.163,-0.134,0.926,0.062,-0.043,28.7,65.0,0,0,0,0
705,6541920,K00157.05,CONFIRMED,118.3786735,0.000317,-0.000317,9.5574,0.0656,-0.0656,1080.0,13.0,-13.0,0.011,0.328,-0.01,0.029761,0.000512,-0.000212,1.24871,0.02369,-0.22363,3.4,0.22,-0.22,0.4596,89.99,376.0,4.75,1.08,-0.89,97.44,1.8,-1.8,5657.0,113.0,-101.0,4.364,0.055,-0.045,0.0,0.15,-0.15,1.046,0.068,-0.068,0.921,0.071,-0.052,83.1,12.0,0,0,0,0
706,10586208,K01308.01,CONFIRMED,23.58444746,7.99e-05,-7.99e-05,5.5545,0.085,-0.085,429.0,11.4,-11.4,0.711,0.037,-0.497,0.020294,0.00223,-0.0015,0.45557,0.69962,-0.27694,3.0,0.47,-0.7,0.1583,88.28,730.0,66.96,29.86,-30.42,23.75,9.1,-9.1,5655.0,113.0,-101.0,4.152,0.217,-0.093,0.0,0.15,-0.15,1.354,0.211,-0.317,0.947,0.077,-0.058,42.8,45.0,0,0,0,0
707,6962977,K01364.03,CONFIRMED,11.97884409,5.75e-05,-5.75e-05,3.751,0.119,-0.119,708.0,27.5,-27.5,0.073,0.398,-0.073,0.023868,0.00105,-0.000602,2.04037,0.17466,-0.76783,2.11,0.15,-0.13,0.096,89.83,678.0,49.87,12.44,-9.28,24.92,2.1,-2.1,5296.0,106.0,-106.0,4.538,0.044,-0.061,-0.1,0.15,-0.15,0.808,0.06,-0.049,0.821,0.052,-0.042,27.8,97.0,0,0,0,0
708,6962977,K01364.04,CONFIRMED,3.71545593,1.93e-05,-1.93e-05,2.558,0.117,-0.117,332.0,19.0,-19.0,0.327,0.124,-0.327,0.01657,0.000699,-0.000639,1.67835,0.60751,-0.44127,1.46,0.11,-0.09,0.044,88.25,1001.0,237.42,59.17,-44.2,10.7,3.9,-3.9,5296.0,106.0,-106.0,4.538,0.044,-0.061,-0.1,0.15,-0.15,0.808,0.06,-0.049,0.821,0.052,-0.042,19.6,298.0,0,0,0,0
709,6962977,K01364.05,CONFIRMED,2.58083264,1.22e-05,-1.22e-05,2.1729,0.097,-0.097,270.0,17.2,-17.2,0.16,0.299,-0.16,0.014804,0.000736,-0.000688,2.14949,0.33821,-0.77999,1.31,0.09,-0.08,0.0345,89.0,1130.0,386.18,96.24,-71.9,9.11,1.4,-1.4,5296.0,106.0,-106.0,4.538,0.044,-0.061,-0.1,0.15,-0.15,0.808,0.06,-0.049,0.821,0.052,-0.042,17.5,384.0,0,0,0,0
710,7174351,K01365.01,FALSE POSITIVE,1.487084251,4.63e-06,-4.63e-06,1.3233,0.0886,-0.0886,296.0,19.7,-19.7,0.678,0.285,-0.465,0.016766,0.00665,-0.00124,2.40627,3.2341,-2.20752,1.6,0.41,-0.13,0.0255,84.06,1462.0,1076.29,797.23,-275.35,6.55,2.9,-2.9,5650.0,152.0,-169.0,4.551,0.031,-0.178,0.07,0.25,-0.3,0.876,0.22,-0.073,0.993,0.083,-0.125,17.9,896.0,0,0,1,1
711,6932987,K01366.01,CONFIRMED,19.25404023,5.13e-05,-5.13e-05,4.6509,0.0749,-0.0749,988.0,21.5,-21.5,0.548,0.328,-0.338,0.029607,0.00358,-0.001,1.0701,0.55112,-0.86037,3.04,0.88,-0.29,0.1424,88.86,657.0,44.17,37.57,-12.65,27.58,7.1,-7.1,5798.0,156.0,-191.0,4.507,0.048,-0.204,0.1,0.25,-0.3,0.941,0.273,-0.091,1.038,0.112,-0.137,50.7,71.0,0,0,0,0
712,11014932,K01432.02,CONFIRMED,15.0549356,0.000117,-0.000117,4.801,0.195,-0.195,256.0,16.6,-16.6,0.321,0.13,-0.321,0.014645,0.000705,-0.000531,1.02421,0.36688,-0.26302,1.6,0.22,-0.19,0.1154,89.2,729.0,66.72,26.74,-18.25,23.07,8.3,-8.3,5616.0,101.0,-101.0,4.394,0.105,-0.105,-0.02,0.15,-0.15,0.999,0.142,-0.116,0.903,0.068,-0.051,16.6,86.0,0,0,0,0
713,11014932,K01432.03,CONFIRMED,2.92721119,1.5e-05,-1.5e-05,2.545,0.123,-0.123,170.0,10.5,-10.5,0.043,0.41,-0.043,0.011806,0.000554,-0.000498,1.55719,0.07979,-0.6996,1.29,0.18,-0.15,0.0387,89.72,1258.0,593.23,237.83,-162.22,8.902,0.456,-0.456,5616.0,101.0,-101.0,4.394,0.105,-0.105,-0.02,0.15,-0.15,0.999,0.142,-0.116,0.903,0.068,-0.051,18.0,417.0,0,0,0,0
714,11014932,K01432.04,CONFIRMED,38.2856338,0.000531,-0.000531,6.512,0.402,-0.402,323.0,24.1,-24.1,0.115,0.34,-0.115,0.01626,0.00112,-0.000428,1.20398,0.30066,-0.54553,1.77,0.26,-0.2,0.2149,89.85,534.0,19.24,7.71,-5.26,45.4,11.3,-11.3,5616.0,101.0,-101.0,4.394,0.105,-0.105,-0.02,0.15,-0.15,0.999,0.142,-0.116,0.903,0.068,-0.051,15.0,31.0,0,0,0,0
715,11288505,K01433.01,CONFIRMED,19.80787763,9.42e-05,-9.42e-05,3.453,0.131,-0.131,616.0,35.6,-35.6,0.054,0.389,-0.054,0.022635,0.0011,-0.000645,4.32351,0.53994,-1.48683,2.08,0.52,-0.18,0.1399,89.93,624.0,35.89,26.18,-9.24,44.76,5.6,-5.6,5775.0,143.0,-172.0,4.558,0.032,-0.168,-0.22,0.3,-0.3,0.84,0.212,-0.071,0.934,0.1,-0.11,20.1,55.0,0,0,0,0
716,11493431,K01434.01,CONFIRMED,2.343230566,7.67e-06,-7.67e-06,2.0424,0.0822,-0.0822,247.0,12.1,-12.1,0.047,0.401,-0.047,0.01386,0.00071,-0.000391,2.42571,0.12806,-1.01136,1.18,0.04,-0.07,0.0315,89.7,1054.0,292.31,40.83,-54.06,8.896,0.47,-0.47,4798.0,76.0,-86.0,4.533,0.06,-0.016,0.16,0.15,-0.15,0.782,0.027,-0.05,0.761,0.047,-0.027,23.9,454.0,0,0,0,0
717,6441738,K01246.01,CANDIDATE,19.03723442,7.38e-05,-7.38e-05,3.3882,0.0924,-0.0924,401.0,18.5,-18.5,0.033,0.4,-0.033,0.018189,0.000777,-0.000452,4.35188,0.22436,-1.66613,5.74,1.29,-0.93,0.1404,89.96,1051.0,288.04,166.34,-97.18,43.69,2.3,-2.3,5248.0,68.0,-73.0,3.523,0.117,-0.143,-0.58,0.15,-0.15,2.892,0.648,-0.471,1.017,0.197,-0.148,25.3,71.0,0,0,0,0
718,8801343,K01247.01,FALSE POSITIVE,2.73987398,2.29e-07,-2.29e-07,4.15886,0.00597,-0.00597,20600.0,17.7,-17.7,0.703,0.002,-0.003,0.141141,0.000115,-0.000142,0.24636,0.00234,-0.00229,34.83,6.54,-11.2,0.0419,81.22,2113.0,4705.3,2615.7,-2768.45,4.6067,0.0438,-0.0438,6520.0,162.0,-179.0,3.844,0.3,-0.1,-0.32,0.3,-0.25,2.26,0.424,-0.727,1.3,0.22,-0.22,1454.3,487.0,0,1,0,0
719,8488878,K01248.01,FALSE POSITIVE,5.801880653,1.82e-06,-1.82e-06,4.2608,0.0133,-0.0133,41900.0,179.0,-179.0,0.773,0.004,-0.005,0.208621,0.000677,-0.00122,0.51496,0.00883,-0.00794,19.91,5.67,-1.78,0.0626,85.44,964.0,203.62,177.17,-57.2,9.713,0.167,-0.167,5845.0,185.0,-205.0,4.541,0.035,-0.196,-0.16,0.3,-0.3,0.874,0.249,-0.078,0.968,0.108,-0.12,396.8,195.0,0,1,0,0
720,8560285,K01249.01,FALSE POSITIVE,85.34092607,3.41e-05,-3.41e-05,10.6141,0.0135,-0.0135,51700.0,66.7,-66.7,12.773,62.92,-2.511,12.009302,62.9,-2.51,9.15013,141.88426,-2.7448,1177.65,345.0,-115.0,0.3768,85.18,409.0,6.61,5.9,-2.02,152.2,73.7,-73.7,6004.0,190.0,-232.0,4.522,0.05,-0.2,-0.26,0.3,-0.3,0.898,0.263,-0.088,0.978,0.117,-0.13,898.4,13.0,0,1,0,0
721,8620565,K01250.01,FALSE POSITIVE,0.782045734,1.66e-07,-1.66e-07,1.7945,0.0111,-0.0111,16200.0,73.4,-73.4,1.244,1.494,-0.137,0.41463,1.46,-0.121,0.53984,1.45956,-0.06616,45.05,14.9,-4.98,0.0169,61.34,2070.0,4332.1,4299.06,-1333.91,2.59,1.2,-1.2,6113.0,183.0,-201.0,4.463,0.056,-0.224,-0.12,0.25,-0.3,0.995,0.329,-0.11,1.044,0.15,-0.137,272.3,1711.0,0,1,1,1
722,8616873,K01251.01,CANDIDATE,0.576078683,7.2e-08,-7.2e-08,1.63253,0.00669,-0.00669,10100.0,30.2,-30.2,1.113,0.433,-0.096,0.260658,0.401,-0.0781,0.43962,0.25172,-0.02128,23.23,5.86,-1.97,0.0131,55.71,1982.0,3647.63,2710.14,-937.93,1.976,0.566,-0.566,5693.0,152.0,-169.0,4.57,0.042,-0.168,-0.24,0.3,-0.3,0.816,0.206,-0.069,0.911,0.088,-0.107,426.0,1158.0,0,0,0,0
723,10854768,K01309.01,CONFIRMED,10.1171684,2.72e-05,-2.72e-05,4.6677,0.0684,-0.0684,289.0,6.6,-6.6,0.296,0.16,-0.296,0.015702,0.000323,-0.000371,0.77147,0.16217,-0.17297,3.07,0.56,-0.67,0.1024,88.95,1163.0,433.41,201.94,-182.93,16.1,3.4,-3.4,6306.0,81.0,-81.0,4.077,0.174,-0.116,0.24,0.15,-0.15,1.792,0.323,-0.394,1.399,0.113,-0.126,50.6,130.0,0,0,0,0
724,10964440,K01310.01,CONFIRMED,19.12947603,7.57e-05,-7.57e-05,3.9622,0.081,-0.081,451.0,16.1,-16.1,0.861,0.005,-0.595,0.022649,0.00197,-0.00334,0.43831,2.36877,-0.14064,4.23,0.62,-1.06,0.1439,87.58,817.0,105.25,42.16,-48.77,20.4,10.0,-10.0,5372.0,88.0,-64.0,4.007,0.218,-0.087,0.46,0.05,-0.1,1.71,0.249,-0.427,1.084,0.095,-0.123,31.7,58.0,0,0,0,0
725,10713616,K01311.01,CONFIRMED,83.5781976,0.000278,-0.000278,7.2487,0.098,-0.098,631.0,13.3,-13.3,0.544,0.001,-0.484,0.023697,0.00325,-0.000729,1.20698,0.84592,-0.04775,6.63,0.88,-2.06,0.4256,89.59,655.0,43.62,15.44,-23.84,76.4,26.8,-26.8,6056.0,81.0,-72.0,3.788,0.264,-0.066,0.26,0.15,-0.15,2.562,0.341,-0.795,1.468,0.167,-0.204,54.9,15.0,0,0,0,0
726,10963242,K01312.01,CONFIRMED,6.1469956,2.37e-05,-2.37e-05,3.3153,0.0999,-0.0999,250.0,11.0,-11.0,0.083,0.371,-0.083,0.014447,0.0006,-0.00032,1.47416,0.12726,-0.51467,2.04,0.34,-0.27,0.0695,89.67,1164.0,433.72,186.93,-127.45,14.33,1.2,-1.2,6110.0,79.0,-85.0,4.285,0.099,-0.121,0.16,0.15,-0.15,1.296,0.215,-0.176,1.185,0.074,-0.098,25.8,177.0,0,0,0,0
727,10785538,K01313.01,FALSE POSITIVE,0.522457732,4.4e-07,-4.4e-07,0.8907,0.022,-0.022,144.0,4.2,-4.2,0.967,0.033,-0.715,0.014601,0.000683,-0.00318,0.33771,8.01855,-0.2834,1.52,0.43,-0.19,0.0125,55.24,2308.0,6715.55,5624.49,-2140.01,1.695,0.839,-0.839,5991.0,162.0,-180.0,4.459,0.084,-0.196,-0.26,0.3,-0.3,0.954,0.272,-0.117,0.956,0.122,-0.111,48.2,2046.0,0,1,1,0
728,6932987,K01366.02,CONFIRMED,54.1558384,0.000277,-0.000277,4.432,0.201,-0.201,1110.0,40.7,-40.7,0.927,0.018,-0.641,0.03773,0.00121,-0.00667,0.53124,7.29091,-0.17903,3.88,1.12,-0.38,0.2838,88.78,466.0,11.12,9.46,-3.19,43.5,21.3,-21.3,5798.0,156.0,-191.0,4.507,0.048,-0.204,0.1,0.25,-0.3,0.941,0.273,-0.091,1.038,0.112,-0.137,29.1,23.0,0,0,0,0
729,8191672,K00018.01,CONFIRMED,3.548465446,1.83e-07,-1.83e-07,4.56904,0.00118,-0.00118,7250.0,3.3,-3.3,0.075,0.013,-0.053,0.078272,4.6e-05,-4.7e-05,0.3962,0.00321,-0.00076,14.92,1.08,-1.31,0.05,89.33,1640.0,1708.28,416.27,-397.63,6.4128,0.052,-0.052,6290.0,125.0,-125.0,4.074,0.05,-0.05,0.04,0.15,-0.15,1.746,0.126,-0.154,1.319,0.084,-0.137,2486.5,378.0,0,1,0,0
730,6851425,K00163.01,CONFIRMED,11.1199028,1.17e-05,-1.17e-05,3.3759,0.0372,-0.0372,636.0,7.3,-7.3,0.72,0.152,-0.506,0.024835,0.00212,-0.00185,0.94776,1.45046,-0.62253,2.08,0.14,-0.09,0.0911,87.75,649.0,42.07,9.84,-6.52,18.37,7.0,-7.0,5078.0,101.0,-101.0,4.581,0.025,-0.053,0.0,0.15,-0.15,0.766,0.052,-0.033,0.816,0.041,-0.047,100.3,120.0,0,0,0,0
731,6934291,K01367.01,CONFIRMED,0.567856484,4.46e-07,-4.46e-07,1.0258,0.0248,-0.0248,335.0,7.5,-7.5,0.324,0.154,-0.324,0.016679,0.000294,-0.000697,4.12097,0.86004,-1.10997,1.55,0.07,-0.13,0.0125,85.49,1848.0,2760.23,460.61,-581.88,4.126,0.861,-0.861,5073.0,83.0,-76.0,4.483,0.082,-0.027,0.14,0.15,-0.15,0.853,0.039,-0.072,0.806,0.056,-0.03,53.8,2354.0,0,0,0,0
732,7357531,K01368.01,FALSE POSITIVE,251.0597249,0.000373,-0.000373,5.1095,0.0599,-0.0599,7420.0,79.4,-79.4,1.264,6.614,-0.1,0.372668,6.52,-0.093,2.43366,21.44871,-0.23114,44.2,6.63,-5.99,0.7637,89.64,301.0,1.93,0.81,-0.6,200.9,98.4,-98.4,5714.0,103.0,-114.0,4.34,0.12,-0.108,0.0,0.15,-0.15,1.086,0.163,-0.147,0.94,0.071,-0.057,110.3,4.0,0,1,1,0
733,6185711,K00169.01,FALSE POSITIVE,11.70219638,2.25e-05,-2.25e-05,2.6658,0.084,-0.084,640.0,18.9,-18.9,1.166,68.38,-0.113,0.194118,68.4,-0.106,0.09002,90.10398,-0.02865,16.15,3.82,-1.18,0.0951,82.27,719.0,63.16,44.18,-14.55,8.67,4.3,-4.3,5758.0,155.0,-155.0,4.596,0.038,-0.152,-0.52,0.3,-0.3,0.762,0.18,-0.056,0.848,0.079,-0.096,41.3,90.0,0,0,1,1
734,11037335,K01435.01,CONFIRMED,40.7150498,0.000138,-0.000138,8.587,0.11,-0.11,564.0,10.6,-10.6,0.638,0.237,-0.416,0.022834,0.00203,-0.00099,0.27742,0.25349,-0.21067,2.2,0.65,-0.21,0.2293,88.74,516.0,16.76,14.51,-4.53,29.0,13.2,-13.2,5968.0,161.0,-179.0,4.534,0.036,-0.204,-0.26,0.3,-0.3,0.881,0.26,-0.081,0.97,0.118,-0.118,56.4,34.0,0,0,0,0
735,11037335,K01435.02,CONFIRMED,10.44635944,2.43e-05,-2.43e-05,2.749,0.122,-0.122,354.0,11.1,-11.1,0.967,0.03,-0.691,0.022657,0.00122,-0.00509,0.15973,6.80413,-0.19467,2.18,0.64,-0.2,0.0926,84.3,812.0,102.77,88.97,-27.75,9.73,4.8,-4.8,5968.0,161.0,-179.0,4.534,0.036,-0.204,-0.26,0.3,-0.3,0.881,0.26,-0.081,0.97,0.118,-0.118,34.4,127.0,0,0,0,0
736,11389771,K01436.01,CONFIRMED,2.508553286,7.67e-06,-7.67e-06,2.2664,0.0736,-0.0736,212.0,9.0,-9.0,0.009,0.448,-0.009,0.013262,0.000557,-0.000285,1.90361,0.13458,-0.70578,1.28,0.36,-0.13,0.0355,89.94,1278.0,629.8,515.07,-167.5,8.587,0.607,-0.607,5814.0,139.0,-156.0,4.523,0.05,-0.2,-0.18,0.3,-0.3,0.881,0.252,-0.084,0.944,0.11,-0.11,26.8,430.0,0,0,0,0
737,11389771,K01436.02,CONFIRMED,13.75129636,6.49e-05,-6.49e-05,3.853,0.104,-0.104,349.0,15.0,-15.0,0.359,0.092,-0.359,0.01723,0.000469,-0.000615,1.75104,0.5172,-0.4406,1.66,0.47,-0.16,0.1103,89.21,725.0,65.24,53.35,-17.35,25.96,7.7,-7.7,5814.0,139.0,-156.0,4.523,0.05,-0.2,-0.18,0.3,-0.3,0.881,0.252,-0.084,0.944,0.11,-0.11,24.6,76.0,0,0,0,0
738,8737796,K01252.01,FALSE POSITIVE,0.885747456,6.37e-07,-6.37e-07,4.4788,0.0361,-0.0361,895.0,5.5,-5.5,1.205,0.15,-0.082,0.237819,0.146,-0.0782,0.05185,0.01759,-0.01084,269.98,64.3,-150.0,0.0248,21.05,4958.0,142553.16,95669.89,-120265.83,1.291,0.438,-0.438,5487.0,120.0,-313.0,2.816,0.378,-0.162,-0.5,0.2,-0.3,10.396,2.474,-5.773,2.581,0.155,-1.393,203.6,759.0,1,0,1,0
739,8462258,K01253.01,FALSE POSITIVE,3.611541977,6.51e-06,-6.51e-06,8.6068,0.0642,-0.0642,2970.0,21.4,-21.4,1.254,0.827,-0.106,0.320559,0.812,-0.0999,0.00904,0.01596,-0.001,28.07,3.61,-3.25,0.0419,47.04,1005.0,240.29,114.47,-77.03,1.84,0.812,-0.812,5203.0,196.0,-179.0,4.504,0.093,-0.085,-0.2,0.3,-0.3,0.802,0.103,-0.093,0.75,0.114,-0.057,167.1,318.0,0,0,1,0
740,10925104,K00156.01,CONFIRMED,8.041347775,8.92e-06,-8.92e-06,2.6332,0.0303,-0.0303,591.0,8.3,-8.3,0.26,0.134,-0.259,0.02196,0.000346,-0.000425,3.59149,0.55874,-0.53304,1.29,0.08,-0.07,0.0648,89.36,507.0,15.59,3.41,-2.9,23.07,3.6,-3.6,3980.0,79.0,-79.0,4.722,0.03,-0.033,-0.2,0.15,-0.15,0.54,0.033,-0.033,0.56,0.031,-0.038,77.5,160.0,0,0,0,0
741,8454250,K01254.01,FALSE POSITIVE,5.082722475,8.27e-06,-8.27e-06,5.9139,0.0494,-0.0494,1970.0,24.5,-24.5,0.019,0.309,-0.019,0.040316,0.000695,-0.000288,0.23596,0.0074,-0.04193,4.4,0.0,0.0,0.058,89.84,1059.0,296.94,0.0,0.0,6.856,0.215,-0.215,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,95.5,261.0,0,0,1,0
742,8494263,K01255.01,CANDIDATE,78.9257421,0.000193,-0.000193,7.5193,0.0991,-0.0991,18000.0,202.0,-202.0,0.359,0.044,-0.29,0.123557,0.00608,-0.00147,1.88933,0.48663,-0.0046,11.9,3.1,-1.04,0.3578,89.76,398.0,5.94,4.61,-1.65,85.4,22.0,-22.0,5750.0,161.0,-202.0,4.538,0.042,-0.179,-0.04,0.25,-0.3,0.882,0.23,-0.077,0.98,0.102,-0.125,85.2,15.0,0,0,0,0
743,8848271,K01256.01,FALSE POSITIVE,9.991625291,5.36e-06,-5.36e-06,3.8552,0.0235,-0.0235,3450.0,19.2,-19.2,1.256,0.258,-0.119,0.325317,0.229,-0.154,0.11619,0.01044,-0.00736,38.93,11.0,-7.31,0.0894,81.5,907.0,160.14,132.5,-66.64,8.496,0.763,-0.763,5874.0,158.0,-176.0,4.338,0.153,-0.187,-0.12,0.3,-0.3,1.096,0.309,-0.206,0.954,0.14,-0.102,220.3,135.0,0,1,1,0
744,10585852,K01314.01,CONFIRMED,8.57504983,5.68e-05,-5.68e-05,8.653,0.151,-0.151,161.0,5.0,-5.0,0.129,0.318,-0.129,0.01127,0.000437,-0.000238,0.11369,0.00514,-0.04186,4.26,0.25,-0.41,0.0888,89.03,1374.0,841.68,144.53,-191.93,7.617,0.344,-0.344,4986.0,60.0,-67.0,3.462,0.011,-0.008,-0.04,0.1,-0.15,3.464,0.197,-0.337,1.268,0.13,-0.224,36.9,130.0,0,0,0,0
745,10928043,K01315.01,CANDIDATE,6.84639884,1.92e-05,-1.92e-05,3.4919,0.0593,-0.0593,150.0,4.6,-4.6,0.9,0.011,-0.627,0.013285,8.4e-05,-0.002,0.14035,1.15364,-0.00629,1.9,0.35,-0.28,0.0732,82.65,1132.0,387.84,198.25,-130.26,7.03,3.4,-3.4,6065.0,121.0,-133.0,4.251,0.125,-0.125,0.07,0.15,-0.15,1.31,0.238,-0.194,1.115,0.104,-0.083,36.3,192.0,0,0,0,0
746,10794087,K01316.01,CONFIRMED,7.64970832,4.37e-05,-4.37e-05,6.625,0.11,-0.11,55.4,2.0,-2.0,0.898,0.021,-0.658,0.00812,0.000257,-0.00126,0.02318,0.17301,-0.00606,1.43,0.23,-0.31,0.0822,77.52,1144.0,404.99,178.19,-176.31,4.15,2.1,-2.1,5855.0,105.0,-117.0,4.125,0.168,-0.112,0.4,0.05,-0.15,1.613,0.255,-0.351,1.266,0.098,-0.147,28.5,173.0,0,0,0,0
747,10794087,K01316.02,CANDIDATE,12.37679312,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
748,6541920,K00157.06,CONFIRMED,10.30401132,1.84e-05,-1.84e-05,4.2246,0.0419,-0.0419,316.0,6.0,-6.0,0.017,0.363,-0.017,0.016083,0.000396,-0.000175,1.21036,0.00539,-0.39067,1.84,0.12,-0.12,0.0903,89.95,849.0,122.98,28.0,-22.94,18.939,0.0843,-0.0843,5657.0,113.0,-101.0,4.364,0.055,-0.045,0.0,0.15,-0.15,1.046,0.068,-0.068,0.921,0.071,-0.052,53.8,117.0,0,0,0,0
749,4275739,K01317.01,FALSE POSITIVE,2.171827838,7.52e-07,-7.52e-07,3.2205,0.0225,-0.0225,42100.0,176.0,-176.0,1.323,2.303,-0.28,0.601913,2.26,-0.24,0.46165,1.46445,-0.06986,58.56,16.2,-6.44,0.0322,74.22,1311.0,698.31,596.12,-214.49,4.86,2.2,-2.2,5650.0,186.0,-186.0,4.513,0.048,-0.192,-0.02,0.25,-0.3,0.891,0.246,-0.098,0.944,0.104,-0.104,300.6,395.0,0,1,0,0
750,7287415,K01369.01,CONFIRMED,3.016182013,9.75e-06,-9.75e-06,2.8349,0.0793,-0.0793,223.0,8.1,-8.1,0.732,0.182,-0.491,0.014736,0.00221,-0.00117,0.40067,0.68889,-0.27469,2.25,0.37,-0.45,0.0408,82.72,1449.0,1044.49,459.93,-414.44,5.78,2.5,-2.5,5611.0,84.0,-75.0,4.144,0.195,-0.105,0.16,0.15,-0.15,1.4,0.231,-0.283,0.995,0.074,-0.066,31.9,449.0,0,0,0,0
751,6924203,K01370.01,CONFIRMED,6.8833761,1.82e-05,-1.82e-05,2.2702,0.0718,-0.0718,458.0,18.8,-18.8,0.075,0.379,-0.075,0.019546,0.000649,-0.000627,5.22062,0.13441,-2.26322,1.69,0.45,-0.13,0.0678,89.82,857.0,127.67,97.85,-31.12,23.559,0.607,-0.607,5679.0,152.0,-152.0,4.581,0.04,-0.16,-0.32,0.3,-0.3,0.794,0.207,-0.065,0.886,0.088,-0.097,28.1,193.0,0,0,0,0
752,6878167,K01371.01,FALSE POSITIVE,0.833980196,1.07e-06,-1.07e-06,1.756,0.279,-0.279,261.0,9.4,-9.4,0.547,0.203,-0.546,0.015277,0.0009,-0.00112,0.88365,0.68539,-0.48265,1.45,0.43,-0.14,0.017,80.13,1816.0,2562.78,2206.58,-713.31,3.19,1.2,-1.2,5747.0,154.0,-171.0,4.53,0.048,-0.192,-0.14,0.3,-0.3,0.871,0.256,-0.085,0.939,0.101,-0.112,56.9,802.0,0,1,1,0
753,6880531,K01372.01,FALSE POSITIVE,69.62754202,,,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
754,6863839,K01373.01,FALSE POSITIVE,1.926353494,4.8e-06,-4.8e-06,2.5305,0.0698,-0.0698,185.0,6.0,-6.0,0.767,0.168,-0.496,0.013594,0.00178,-0.00098,0.31425,0.67038,-0.04146,1.33,0.37,-0.15,0.0292,78.81,1484.0,1146.34,917.76,-354.23,3.95,1.7,-1.7,6063.0,163.0,-181.0,4.481,0.081,-0.189,-0.52,0.3,-0.3,0.899,0.245,-0.105,0.893,0.099,-0.089,36.9,699.0,0,0,1,1
755,7296086,K01374.01,FALSE POSITIVE,0.890737359,1.38e-06,-1.38e-06,1.9257,0.076,-0.076,196.0,6.3,-6.3,1.146,1.953,-0.099,0.161113,1.95,-0.0946,0.05533,0.79003,-0.01083,20.57,5.89,-4.42,0.018,30.02,2022.0,3948.43,3324.47,-1793.44,1.324,0.652,-0.652,5687.0,154.0,-171.0,4.293,0.18,-0.18,0.12,0.25,-0.3,1.169,0.335,-0.251,0.979,0.122,-0.1,37.7,1503.0,0,0,1,1
756,11389771,K01436.03,CONFIRMED,5.41908491,2.18e-05,-2.18e-05,2.3379,0.0867,-0.0867,231.0,12.4,-12.4,0.536,0.396,-0.33,0.014334,0.00379,-0.000504,2.29051,1.29543,-2.07125,1.38,0.39,-0.13,0.0593,87.99,989.0,225.71,184.59,-60.03,15.26,4.3,-4.3,5814.0,139.0,-156.0,4.523,0.05,-0.2,-0.18,0.3,-0.3,0.881,0.252,-0.084,0.944,0.11,-0.11,20.2,173.0,0,0,0,0
