rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
8071,11502172,K07452.01,FALSE POSITIVE,25.4318614,5.1e-06,-5.1e-06,5.23771,0.00831,-0.00831,46600.0,68.6,-68.6,1.126,0.037,-0.013,0.441799,0.0324,-0.01,1.09091,0.01013,-0.01174,43.42,10.9,-5.89,0.1603,88.07,601.0,30.92,22.92,-10.2,33.411,0.31,-0.31,5754.0,155.0,-155.0,4.458,0.108,-0.175,-0.34,0.3,-0.3,0.9,0.226,-0.122,0.847,0.109,-0.073,785.0,54.0,0,1,0,0
8072,11502179,K07453.01,FALSE POSITIVE,3.98855869,3.33e-05,-3.33e-05,1.467,0.217,-0.217,214.0,23.7,-23.7,0.1671,0.3145,-0.167,0.013347,0.00101,-0.000966,10.64386,1.06849,-7.61451,2.4,0.95,-0.79,0.0513,89.38,1447.0,1036.21,1251.61,-626.5,20.76,2.1,-2.1,5791.0,182.0,-194.0,4.057,0.283,-0.283,0.2,0.18,-0.28,1.646,0.653,-0.538,1.127,0.254,-0.178,10.5,335.0,0,0,1,1
8073,11506235,K07454.01,FALSE POSITIVE,20.41305242,1.59e-06,-1.59e-06,4.4621,0.00394,-0.00394,92700.0,83.2,-83.2,0.777,0.015,-0.001,0.333116,0.00728,-7.7e-05,2.4644,0.01745,-0.03476,35.03,10.8,-3.6,0.1481,88.82,668.0,47.14,42.49,-13.89,37.864,0.268,-0.268,5941.0,158.0,-193.0,4.487,0.054,-0.216,-0.02,0.25,-0.3,0.963,0.297,-0.099,1.038,0.127,-0.14,1620.8,68.0,0,1,0,0
8074,11551652,K07455.01,CANDIDATE,3.773744,0.000183,-0.000183,15.2,2.3,-2.3,85.2,10.2,-10.2,0.9606,0.0188,-0.6664,0.010794,0.000147,-0.00245,0.00199,0.01344,-0.00024,2.44,0.82,-0.81,0.0536,32.66,2001.0,3791.11,3898.65,-2362.11,1.144,0.552,-0.552,7302.0,232.0,-309.0,3.965,0.248,-0.248,-0.5,0.24,-0.32,2.069,0.699,-0.684,1.44,0.248,-0.327,5.7,187.0,0,0,0,0
8075,11560382,K07456.01,FALSE POSITIVE,0.527679032,2.46e-06,-2.46e-06,1.395,0.117,-0.117,84.1,6.9,-6.9,0.284,0.194,-0.284,0.008448,0.000403,-0.000493,1.59912,0.35242,-0.72732,0.79,0.23,-0.07,0.0126,84.3,2115.0,4714.94,3888.36,-1285.29,2.866,0.632,-0.632,5799.0,155.0,-172.0,4.548,0.035,-0.196,-0.16,0.3,-0.3,0.86,0.242,-0.081,0.955,0.1,-0.111,14.8,2535.0,0,0,1,1
8076,11560431,K07457.01,FALSE POSITIVE,0.527673075,,,1.3693,,,26.1,,,0.134,,,0.004605,0.0,0.0,1.81824,0.0,0.0,0.42,0.07,-0.05,0.012,87.43,1970.0,3535.35,2235.45,-1177.64,2.991171,,,5367.0,212.0,-191.0,4.514,0.076,-0.124,-0.14,0.3,-0.3,0.828,0.151,-0.101,0.817,0.104,-0.078,2.3,2527.0,0,0,0,1
8077,2438062,K06271.01,FALSE POSITIVE,2.44295727,1.47e-05,-1.47e-05,4.0656,0.0579,-0.0579,15300.0,203.0,-203.0,1.242,6.418,-0.122,0.406151,6.45,-0.106,0.11368,3.21071,-0.01485,44.35,0.0,0.0,0.0356,67.88,1352.0,788.17,0.0,0.0,3.3,1.6,-1.6,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,85.5,113.0,0,1,1,1
8078,2438517,K06272.01,FALSE POSITIVE,3.31587688,3.13e-05,-3.13e-05,3.152,0.304,-0.304,186.0,23.5,-23.5,0.688,0.285,-0.478,0.013251,0.00112,-0.000729,0.37789,2.56821,-0.3434,1.27,0.26,-0.17,0.041,83.45,1097.0,342.77,231.95,-116.74,6.03,2.9,-2.9,5385.0,185.0,-185.0,4.476,0.092,-0.138,-0.06,0.3,-0.3,0.875,0.184,-0.113,0.835,0.104,-0.07,11.4,341.0,0,0,1,1
8079,2442084,K06273.01,FALSE POSITIVE,49.78861301,6.94e-06,-6.94e-06,7.41807,0.00716,-0.00716,219000.0,165.0,-165.0,0.753,0.033,-0.044,0.550315,0.0241,-0.0239,2.56065,0.02991,-0.0499,32.57,1.62,-2.1,0.2167,89.38,271.0,1.28,0.27,-0.25,69.489,0.812,-0.812,3892.0,86.0,-86.0,4.708,0.036,-0.021,-0.1,0.1,-0.1,0.542,0.027,-0.035,0.546,0.03,-0.03,1566.8,27.0,0,1,0,0
8080,2449245,K06274.01,CANDIDATE,18.1772927,0.00049,-0.00049,4.703,0.758,-0.758,213.0,32.0,-32.0,0.039,0.43,-0.039,0.013378,0.00101,-0.00129,1.53164,0.20109,-1.25674,1.5,0.47,-0.16,0.1395,89.93,737.0,69.62,64.86,-21.95,29.91,3.9,-3.9,6158.0,171.0,-236.0,4.455,0.052,-0.208,-0.06,0.25,-0.35,1.026,0.324,-0.108,1.092,0.139,-0.153,7.9,71.0,0,0,0,0
8081,2450716,K06275.01,FALSE POSITIVE,1.38607973,6.02e-05,-6.02e-05,8.7,1.7,-1.7,64.6,18.0,-18.0,0.0198,0.4519,-0.0198,0.007212,0.00075,-0.000276,0.02565,0.0048,-0.01095,0.6,0.15,-0.05,0.0225,89.38,1356.0,798.8,605.98,-197.0,1.376,0.257,-0.257,5261.0,172.0,-138.0,4.562,0.042,-0.042,-0.22,0.36,-0.26,0.768,0.187,-0.065,0.784,0.121,-0.07,2.8,968.0,0,1,1,0
8082,2557350,K06276.01,CANDIDATE,3.09872834,2.53e-05,-2.53e-05,1.89,0.237,-0.237,248.0,30.0,-30.0,0.133,0.339,-0.133,0.014297,0.000807,-0.00148,3.95008,18.00888,-1.61065,0.64,0.05,-0.06,0.0313,89.39,579.0,26.6,6.64,-6.55,12.61,5.7,-5.7,3628.0,58.0,-65.0,4.842,0.044,-0.036,-0.2,0.1,-0.1,0.41,0.034,-0.041,0.427,0.036,-0.044,10.1,434.0,0,0,0,0
8083,2557430,K06277.01,FALSE POSITIVE,0.648868342,1.15e-07,-1.15e-07,2.82428,0.00808,-0.00808,34800.0,71.2,-71.2,1.172,0.128,-0.062,0.434552,0.0949,-0.0728,0.32303,0.03972,-0.03123,72.32,20.0,-20.0,0.0152,52.61,2882.0,16368.52,12757.78,-8691.6,1.93,0.237,-0.237,6531.0,146.0,-178.0,4.12,0.246,-0.164,-0.34,0.25,-0.3,1.524,0.421,-0.421,1.117,0.193,-0.145,477.0,1035.0,0,1,0,0
8084,2568971,K06278.01,FALSE POSITIVE,5.088582739,,,7.6066,,,449.0,,,1.195,,,0.215545,0.0,0.0,0.00334,0.0,0.0,46.02,12.2,-12.2,0.0674,43.96,1786.0,2400.3,1940.48,-1305.5,1.659692,,,7514.0,235.0,-314.0,4.052,0.193,-0.158,-0.2,0.25,-0.35,1.955,0.517,-0.517,1.571,0.212,-0.259,40.3,265.0,1,0,1,0
8085,4284147,K06402.01,FALSE POSITIVE,1.1611022,,,2.48,,,,,,,,,,,,0.00899,0.40889,-0.00787,,,,,,,5175.96,7857.39,-2256.22,,,,,,,,,,,,,,,,,,,,746.0,1,0,0,0
8086,4349935,K06403.01,FALSE POSITIVE,0.792023257,2.22e-06,-2.22e-06,3.2604,0.0843,-0.0843,177.0,4.4,-4.4,0.205,0.205,-0.205,0.01188,0.000295,-0.000274,0.22081,0.02151,-0.04493,0.81,0.07,-0.07,0.0142,83.94,1300.0,678.05,201.71,-180.34,1.942,0.189,-0.189,4447.0,120.0,-133.0,4.632,0.052,-0.024,-0.34,0.3,-0.3,0.625,0.05,-0.056,0.611,0.074,-0.043,49.6,1703.0,1,0,0,0
8087,4352168,K06404.01,FALSE POSITIVE,10.64374377,5.86e-07,-5.86e-07,6.29783,0.00221,-0.00221,437000.0,240.0,-240.0,0.353,0.003,-0.001,0.631613,0.00018,-0.000826,1.45749,0.00452,-0.00615,47.87,4.96,-4.97,0.0827,89.02,675.0,49.06,18.23,-14.19,20.5895,0.0639,-0.0639,5282.0,159.0,-159.0,4.578,0.084,-0.052,-0.7,0.3,-0.3,0.694,0.072,-0.072,0.665,0.077,-0.033,3167.9,0.0,0,1,0,0
8088,4356621,K06405.01,FALSE POSITIVE,1.7317958,1.97e-05,-1.97e-05,2.924,0.271,-0.271,60.6,6.8,-6.8,0.445,0.027,-0.445,0.007216,0.000301,-0.000692,0.44952,0.19834,-0.24605,1.19,0.18,-0.26,0.0285,83.84,1825.0,2628.3,1101.79,-1094.0,4.15,1.8,-1.8,5691.0,85.0,-77.0,4.095,0.203,-0.087,0.12,0.15,-0.15,1.508,0.236,-0.324,1.032,0.093,-0.084,10.5,772.0,0,0,0,1
8089,4357985,K06406.01,FALSE POSITIVE,8.65298599,7.34e-05,-7.34e-05,1.549,0.257,-0.257,314.0,40.5,-40.5,0.529,0.051,-0.43,0.016628,0.00135,-0.00114,12.85111,28.11356,-12.05652,1.36,0.17,-0.15,0.0735,89.18,734.0,68.48,28.36,-20.5,37.1,16.2,-16.2,5210.0,155.0,-155.0,4.538,0.088,-0.064,-0.4,0.35,-0.3,0.749,0.091,-0.083,0.707,0.101,-0.043,12.4,157.0,0,1,0,1
8090,4367544,K06407.01,FALSE POSITIVE,1.19563447,2.74e-05,-2.74e-05,5.3934,0.0896,-0.0896,8250.0,106.0,-106.0,0.861,0.01,-0.008,0.096847,0.00111,-0.00122,0.04405,0.00185,-0.00217,14.94,4.14,-5.04,0.0217,54.77,1988.0,3686.75,3164.4,-2256.17,1.4931,0.0627,-0.0627,5583.0,186.0,-169.0,4.115,0.357,-0.153,0.04,0.25,-0.25,1.413,0.391,-0.477,0.95,0.114,-0.093,105.8,74.0,0,1,0,0
8091,4372410,K06408.01,FALSE POSITIVE,0.550537628,,,1.216,,,72.0,,,0.516,,,0.008048,0.0,0.0,1.82516,0.0,0.0,1.93,0.24,-0.32,0.0161,80.36,4181.0,71798.87,22204.03,-23772.94,3.080864,,,8098.0,72.0,-81.0,4.013,0.126,-0.084,-0.14,0.05,-0.15,2.199,0.273,-0.364,1.819,0.065,-0.163,4.9,1936.0,1,0,1,0
8092,4372620,K06409.01,CANDIDATE,19.9310602,0.000399,-0.000399,8.48,0.431,-0.431,97.9,8.5,-8.5,0.0766,0.376,-0.0765,0.008906,0.000511,-0.000501,0.28109,0.07994,-0.09829,2.42,1.09,-1.3,0.159,89.95,960.0,201.01,275.5,-162.64,18.07,5.1,-5.1,5500.0,173.0,-154.0,3.775,0.517,-0.517,0.16,0.2,-0.26,2.491,1.114,-1.339,1.348,0.308,-0.413,14.2,54.0,0,0,0,0
8093,4372961,K06410.01,FALSE POSITIVE,2.53470797,1.44e-05,-1.44e-05,20.143,0.413,-0.413,328.0,4.5,-4.5,1.187,0.015,-0.166,0.204145,0.0145,-0.156,0.00522,0.00021,-0.00175,50.25,8.69,-13.0,0.0406,11.38,2117.0,4744.68,2101.83,-2265.45,1.2103,0.0487,-0.0487,6440.0,77.0,-77.0,3.874,0.21,-0.09,-0.04,0.15,-0.15,2.254,0.39,-0.585,1.386,0.185,-0.151,99.5,426.0,0,1,0,0
8094,5119143,K06527.01,FALSE POSITIVE,0.530799654,4.06e-06,-4.06e-06,3.487,0.239,-0.239,319.0,30.5,-30.5,0.0126,0.4654,-0.0125,0.016477,0.000942,-0.000733,0.16198,0.01572,-0.04311,2.92,1.55,-0.85,0.014,89.38,3102.0,21896.26,37253.5,-13201.25,1.341,0.13,-0.13,6534.0,235.0,-374.0,4.128,0.213,-0.213,-0.12,0.24,-0.32,1.622,0.862,-0.472,1.294,0.275,-0.276,12.5,2514.0,1,0,0,0
8095,5125048,K06528.01,FALSE POSITIVE,0.56818769,,,2.0,,,,,,,,,,,,8.91721,167.70374,-7.91937,,,,,,,17741.94,26912.56,-7416.59,,,,,,,,,,,,,,,,,,,,2367.0,1,0,0,0
8096,5126627,K06529.01,FALSE POSITIVE,1.0094779,,,3.72,,,,,,,,,,,,0.01744,0.00038,-0.00033,,,,,,,2573.87,0.0,0.0,,,,,,,,,,,,,,,,,,,,1294.0,1,0,0,0
8097,5130890,K06530.01,FALSE POSITIVE,0.91057795,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.0,1,0,0,0
8098,5164794,K06531.01,FALSE POSITIVE,1.0429419,0.000565,-0.000565,7.22,2.4,-2.4,412.0,112.0,-112.0,0.922,0.017,-0.635,0.022765,0.00327,-0.0157,0.02191,0.36747,-0.0169,2.49,0.0,0.0,0.0202,31.4,1795.0,2448.03,0.0,0.0,1.08,0.533,-0.533,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,40.9,1009.0,1,0,1,0
8099,5171707,K06532.01,CANDIDATE,0.813998812,2.28e-06,-2.28e-06,0.675,0.101,-0.101,183.0,18.4,-18.4,0.045,0.406,-0.045,0.012555,0.0014,-0.000702,23.23802,14.95981,-22.62472,1.36,0.38,-0.2,0.0168,89.72,1933.0,3285.52,2749.57,-1149.97,9.34,3.0,-3.0,5705.0,156.0,-173.0,4.424,0.101,-0.188,0.0,0.25,-0.3,0.989,0.281,-0.141,0.945,0.114,-0.091,13.7,1597.0,0,0,0,0
8100,5172274,K06533.01,FALSE POSITIVE,6.12650913,0.00394,-0.00394,15.43,2.3,-2.3,2430.0,13700.0,-13700.0,0.919,0.977,-0.919,0.054212,1.17,-0.0532,0.00089,674.82727,-0.00184,9.08,3.31,-1.1,0.0753,40.21,1370.0,832.67,873.49,-290.43,1.204,0.602,-0.602,6881.0,167.0,-287.0,4.252,0.058,-0.058,,,,1.534,0.559,-0.186,1.535,0.202,-0.202,3.1,114.0,0,1,0,0
8101,5174492,K06534.01,FALSE POSITIVE,0.720589427,,,4.329,,,70.0,,,0.64,,,0.008091,0.0,0.0,0.07513,0.0,0.0,1.95,0.56,-0.45,0.0201,59.8,3927.0,56448.93,47593.61,-29155.29,1.27285,,,8497.0,237.0,-407.0,4.07,0.14,-0.171,0.21,0.15,-0.6,2.211,0.63,-0.515,2.095,0.318,-0.437,1.7,1564.0,0,1,0,0
8102,6068947,K06661.01,FALSE POSITIVE,0.573036404,4.2e-08,-4.2e-08,1.3176,0.0118,-0.0118,4170.0,12.9,-12.9,0.9279,0.01,-0.0047,0.076322,0.00316,-0.00156,0.50388,0.00964,-0.04106,9.97,4.07,-1.79,0.0136,63.03,2376.0,7539.67,9042.6,-2999.78,2.0604,0.0394,-0.0394,5745.0,151.0,-160.0,4.29,0.155,-0.155,0.16,0.2,-0.28,1.196,0.488,-0.214,1.018,0.201,-0.104,419.6,2327.0,0,1,0,0
8103,6103049,K06662.01,FALSE POSITIVE,0.643171495,6.8e-08,-6.8e-08,2.31285,0.00571,-0.00571,41200.0,79.3,-79.3,1.214,0.101,-0.076,0.500324,0.0896,-0.0654,0.5509,0.06226,-0.03815,54.03,15.3,-9.39,0.0139,58.03,2193.0,5486.36,4537.78,-2167.26,2.292,0.259,-0.259,5899.0,158.0,-175.0,4.387,0.149,-0.182,-0.38,0.3,-0.3,0.989,0.279,-0.172,0.869,0.119,-0.079,641.4,1614.0,0,1,0,0
8104,6109688,K06663.01,FALSE POSITIVE,14.08677696,2.25e-06,-2.25e-06,10.1279,0.00787,-0.00787,107000.0,80.4,-80.4,0.603,0.002,-0.001,0.317825,0.000211,-0.000175,0.18538,0.0002,-0.00109,65.6,20.1,-16.4,0.1308,87.23,1197.0,485.09,426.22,-252.07,12.4818,0.0135,-0.0135,7138.0,175.0,-275.0,4.062,0.198,-0.18,-0.12,0.25,-0.35,1.89,0.578,-0.473,1.5,0.209,-0.232,1856.9,94.0,0,1,0,0
8105,6111011,K06664.01,CANDIDATE,14.7639145,0.000266,-0.000266,3.14,0.581,-0.581,163.0,31.6,-31.6,0.016,0.458,-0.016,0.01158,0.0019,-0.000596,4.16497,10.0568,-4.09369,0.93,0.17,-0.08,0.1096,89.97,632.0,37.74,22.22,-9.13,36.3,17.5,-17.5,5541.0,166.0,-149.0,4.613,0.04,-0.112,-0.46,0.3,-0.3,0.733,0.138,-0.059,0.82,0.079,-0.095,7.7,93.0,0,0,0,0
8106,6128141,K06665.01,FALSE POSITIVE,1.872620976,5.68e-07,-5.68e-07,1.7626,0.0132,-0.0132,1530.0,8.7,-8.7,1.242,1.905,-0.093,0.286647,1.89,-0.0892,0.14416,0.45436,-0.01585,31.43,9.33,-4.01,0.0296,65.44,1550.0,1362.23,1184.9,-454.83,2.99,1.3,-1.3,6031.0,162.0,-198.0,4.427,0.084,-0.196,-0.2,0.3,-0.3,1.004,0.298,-0.128,0.983,0.143,-0.117,181.9,709.0,0,1,0,0
8107,6128245,K06666.01,CANDIDATE,1.118510435,7.07e-06,-7.07e-06,1.111,0.2,-0.2,72.7,9.8,-9.8,0.251,0.214,-0.251,0.00789,0.000466,-0.000785,6.45795,1.02941,-6.30549,0.75,0.21,-0.08,0.0208,88.09,1684.0,1898.51,1579.81,-521.77,7.53,1.2,-1.2,5918.0,160.0,-178.0,4.544,0.036,-0.204,-0.26,0.3,-0.3,0.865,0.245,-0.082,0.956,0.107,-0.119,9.9,1191.0,0,0,0,0
8108,6131659,K06667.01,FALSE POSITIVE,17.52782681,1.1e-06,-1.1e-06,5.78491,0.00262,-0.00262,348000.0,102.0,-102.0,0.567,0.007,-0.009,0.617449,0.00364,-0.00523,2.65836,0.03426,-0.01589,49.36,4.85,-4.39,0.1196,89.07,554.0,22.31,7.95,-5.69,35.081,0.452,-0.452,5079.0,151.0,-136.0,4.579,0.05,-0.05,-0.24,0.3,-0.3,0.732,0.072,-0.065,0.741,0.085,-0.064,2450.1,0.0,0,1,0,0
8109,6146838,K06668.01,FALSE POSITIVE,27.46721731,1.64e-06,-1.64e-06,4.17961,0.00118,-0.00118,71800.0,20.5,-20.5,1.076,0.035,-0.043,0.479747,0.0223,-0.0403,3.32412,0.13254,-0.04992,38.87,5.14,-4.24,0.1575,88.79,527.0,18.22,8.05,-5.26,50.99,2.0,-2.0,5503.0,165.0,-148.0,4.536,0.105,-0.095,-0.74,0.3,-0.3,0.742,0.098,-0.081,0.69,0.093,-0.029,1986.1,50.0,0,1,0,0
8110,6950275,K06796.01,FALSE POSITIVE,40.879068,0.000905,-0.000905,6.562,0.44,-0.44,499.0,39.7,-39.7,0.988,0.014,-0.698,0.033205,0.00539,-0.0146,0.03354,2.89759,-0.006,3.35,1.05,-0.35,0.2328,86.05,533.0,19.12,18.24,-6.01,14.36,7.2,-7.2,6072.0,190.0,-232.0,4.51,0.054,-0.216,-0.24,0.3,-0.3,0.923,0.29,-0.097,1.005,0.13,-0.143,12.2,29.0,0,1,1,1
8111,6953219,K06797.01,FALSE POSITIVE,0.566802325,1.02e-06,-1.02e-06,1.842,0.0597,-0.0597,288.0,7.4,-7.4,0.3857,0.0353,-0.3857,0.015554,0.000181,-0.000513,0.72481,0.1989,-0.09238,1.4,1.68,-0.15,0.0123,80.21,1889.0,3012.0,13638.38,-877.79,2.309,0.634,-0.634,5233.0,178.0,-146.0,4.489,0.085,-0.085,-0.16,0.36,-0.26,0.824,0.988,-0.09,0.764,0.172,-0.058,70.3,2360.0,0,0,1,1
8112,6956176,K06798.01,CANDIDATE,2.64185268,5.36e-05,-5.36e-05,1.76,0.921,-0.921,150.0,19.3,-19.3,0.199,0.261,-0.199,0.011112,5e-06,-0.00189,3.9962,9.3353,-2.72347,3.56,2.12,-1.41,0.0348,89.0,2104.0,4636.69,8543.09,-3084.92,11.38,5.3,-5.3,5195.0,144.0,-104.0,3.409,0.31,-0.31,-0.8,0.3,-0.25,2.935,1.75,-1.167,0.805,0.295,-0.136,7.9,1006.0,0,0,0,0
8113,6962018,K06799.01,FALSE POSITIVE,0.634946497,8.2e-08,-8.2e-08,2.40541,0.00561,-0.00561,427000.0,460.0,-460.0,0.442,0.03,-0.016,0.655382,0.00893,-0.0122,1.81472,0.09696,-0.05726,52.75,1.71,-4.51,0.013,82.49,1475.0,1123.92,249.24,-307.56,3.382,0.181,-0.181,4446.0,154.0,-154.0,4.567,0.06,-0.016,0.36,0.1,-0.3,0.737,0.024,-0.063,0.729,0.041,-0.05,541.4,1052.0,0,1,0,0
8114,6965293,K06800.01,FALSE POSITIVE,5.077746556,7.97e-07,-7.97e-07,3.1718,0.00653,-0.00653,18800.0,29.9,-29.9,1.211,0.194,-0.094,0.395781,0.177,-0.0844,0.46485,0.02866,-0.02175,54.93,11.6,-11.6,0.0581,81.9,1274.0,622.32,392.27,-279.18,8.589,0.53,-0.53,6174.0,166.0,-185.0,4.235,0.186,-0.14,-0.26,0.3,-0.3,1.271,0.268,-0.268,1.012,0.155,-0.127,616.9,530.0,0,1,0,0
8115,6967430,K06801.01,FALSE POSITIVE,2.00383703,2.66e-05,-2.66e-05,3.473,0.656,-0.656,42.3,5.5,-5.5,0.268,0.19,-0.268,0.005986,0.000409,-0.000494,0.37968,0.17472,-0.36706,0.67,0.22,-0.07,0.0317,86.44,1518.0,1256.78,1168.34,-391.58,4.32,2.0,-2.0,6045.0,163.0,-199.0,4.439,0.07,-0.224,-0.02,0.25,-0.3,1.028,0.326,-0.116,1.055,0.145,-0.13,10.5,332.0,0,0,0,1
8116,7009828,K06802.01,FALSE POSITIVE,5.321224925,8.04e-07,-8.04e-07,7.48973,0.00626,-0.00626,98900.0,96.9,-96.9,1.003,0.013,-0.016,0.490681,0.0111,-0.011,0.15183,0.0006,-0.00151,40.62,7.07,-3.81,0.0538,80.54,958.0,199.25,109.79,-54.29,6.1025,0.0241,-0.0241,5787.0,173.0,-173.0,4.544,0.085,-0.114,-0.88,0.35,-0.3,0.758,0.132,-0.071,0.734,0.08,-0.037,1203.4,252.0,0,1,0,0
8117,7025851,K06803.01,FALSE POSITIVE,2.340534383,2.51e-06,-2.51e-06,4.43017,0.00681,-0.00681,241000.0,294.0,-294.0,0.71,0.058,-0.043,0.56063,0.0327,-0.028,0.64311,0.00984,-0.01847,69.55,22.5,-9.61,0.0351,82.85,1581.0,1476.77,1447.13,-538.42,5.7107,0.0874,-0.0874,6300.0,197.0,-241.0,4.349,0.105,-0.21,-0.16,0.25,-0.3,1.136,0.367,-0.157,1.047,0.185,-0.123,881.5,76.0,0,1,0,0
8118,7870250,K06926.01,FALSE POSITIVE,0.580724809,3.83e-06,-3.83e-06,1.82,0.212,-0.212,64.2,4.4,-4.4,0.292,0.193,-0.292,0.007401,0.000133,-0.00057,0.80981,0.92029,-0.44276,0.75,0.24,-0.08,0.0136,83.11,2191.0,5418.89,4985.38,-1574.68,2.435,0.922,-0.922,5989.0,161.0,-179.0,4.492,0.054,-0.202,-0.2,0.3,-0.3,0.933,0.293,-0.098,0.986,0.121,-0.133,16.9,2310.0,1,0,1,1
8119,7871395,K06927.01,FALSE POSITIVE,501.0764745,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,0,0,0
8120,7885518,K06928.01,FALSE POSITIVE,1.72933255,1.66e-05,-1.66e-05,3.631,0.285,-0.285,29.7,2.2,-2.2,0.586,0.023,-0.48,0.005188,0.000104,-0.000376,0.18216,0.24908,-0.0071,0.69,0.14,-0.16,0.0271,78.97,1745.0,2196.53,1345.76,-1003.2,3.07,1.4,-1.4,5921.0,160.0,-142.0,4.22,0.21,-0.14,-0.36,0.3,-0.25,1.211,0.247,-0.274,0.888,0.134,-0.072,17.1,1550.0,0,0,1,0
8121,7885570,K06929.01,FALSE POSITIVE,1.729338354,9.2e-07,-9.2e-07,6.8524,0.0324,-0.0324,140000.0,446.0,-446.0,0.887,0.024,-0.039,0.499864,0.0159,-0.0276,0.11065,0.00207,-0.00338,139.36,24.8,-46.0,0.0312,70.02,2230.0,5838.68,2753.39,-3357.1,2.5959,0.0486,-0.0486,5587.0,83.0,-75.0,3.754,0.224,-0.096,0.04,0.15,-0.15,2.553,0.454,-0.843,1.35,0.136,-0.317,379.7,783.0,0,1,0,0
8122,7886329,K06930.01,FALSE POSITIVE,0.567493852,2.1e-08,-2.1e-08,1.35349,0.00442,-0.00442,7980.0,0.0,0.0,1.275,0.069,-0.046,0.38733,0.053,-0.0578,0.619,0.00477,-0.06118,65.47,16.2,-24.2,0.0134,54.45,3024.0,19665.18,14361.58,-12748.63,2.1924,0.0169,-0.0169,6370.0,173.0,-192.0,4.053,0.357,-0.153,-0.6,0.3,-0.3,1.548,0.382,-0.572,0.986,0.144,-0.118,1219.8,1180.0,1,0,0,0
8123,7902204,K06931.01,CANDIDATE,2.54031121,2.2e-05,-2.2e-05,1.83,0.239,-0.239,173.0,20.7,-20.7,0.295,0.154,-0.295,0.012081,0.000686,-0.00103,3.19149,1.38865,-1.95778,1.2,0.34,-0.09,0.0368,88.35,1268.0,611.31,511.08,-151.85,10.29,4.5,-4.5,5778.0,162.0,-182.0,4.531,0.036,-0.204,0.07,0.25,-0.3,0.911,0.257,-0.069,1.028,0.102,-0.125,10.1,513.0,0,0,0,0
8124,7919653,K06932.01,FALSE POSITIVE,2.105238039,3.04e-07,-3.04e-07,5.23595,0.00939,-0.00939,94700.0,134.0,-134.0,0.83,0.037,-0.014,0.364854,0.0215,-0.00939,0.18096,0.00456,-0.00087,75.1,17.7,-32.8,0.0336,76.22,1966.0,3523.25,2543.24,-2534.49,3.4869,0.0879,-0.0879,5947.0,183.0,-183.0,3.943,0.44,-0.11,-0.08,0.3,-0.3,1.885,0.443,-0.822,1.137,0.172,-0.206,1071.9,643.0,0,1,0,0
8125,7938468,K06933.01,FALSE POSITIVE,7.226944171,1.37e-06,-1.37e-06,23.0124,0.0185,-0.0185,682000.0,258.0,-258.0,1.233,0.009,-0.014,1.601176,0.00844,-0.0127,0.07032,0.00059,-0.0009,237.79,69.1,-56.5,0.0748,77.71,1179.0,457.25,399.69,-224.66,5.7904,0.0486,-0.0486,6270.0,188.0,-206.0,4.199,0.209,-0.171,-0.22,0.3,-0.3,1.36,0.395,-0.323,1.064,0.185,-0.123,3076.6,0.0,0,1,0,0
8126,8560861,K07059.01,FALSE POSITIVE,31.9733117,8.24e-06,-8.24e-06,13.2105,0.0187,-0.0187,75100.0,62.0,-62.0,1.35,0.06,-0.112,0.720646,0.0546,-0.101,0.14322,0.00485,-0.00932,272.44,55.6,-130.0,0.2502,86.09,1289.0,652.01,402.39,-501.26,19.781,0.67,-0.67,7854.0,217.0,-326.0,3.669,0.432,-0.108,-0.12,0.2,-0.3,3.462,0.707,-1.65,2.039,0.37,-0.494,1554.1,43.0,0,1,0,1
8127,8565900,K07060.01,FALSE POSITIVE,1.64125844,,,4.51,,,,,,,,,,,,0.00844,0.00022,-0.00039,,,,,,,698.68,615.06,-183.3,,,,,,,,,,,,,,,,,,,,830.0,1,0,0,0
