toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,st_dist,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2
4644.01,PC,0.3181853,0.762,480.0,1.78228,1654.43,1776.0,4242.23,4.5065,0.75,11.0505,88.7751,1.81e-05,-1.81e-05,0.172,-0.172,2.57826,-2.57826,0.229303,-0.229303,,,,,142.251,-142.251,0.119222,-0.119222,0.08,-0.08,0.006,-0.006,0.31475,-0.31475
4645.01,PC,5.0872348,8.035,4037.0,17.9284,10680.9,2832.0,8972.0,3.83,3.02,10.2381,709.453,1.28e-05,-1.28e-05,0.308,-0.308,72.448,-72.448,0.725957,-0.725957,,,,,177.7,-177.7,0.07,-0.07,0.12,-0.12,0.008,-0.008,20.6395,-20.6395
4646.01,PC,8.9299483,3.2002668,26516.40162,12.6566078,36.0859625,625.1069435,4379.0,4.49,0.777586,12.2257,169.637,0.0005745,-0.0005745,0.0878349,-0.0878349,488.0032,-488.0032,1.1154569,-1.1154569,,,,,126.2,-126.2,0.1,-0.1,0.0651859,-0.0651859,0.006,-0.006,1.0075,-1.0075
4647.01,PC,8.8346147,3.0143987,646.0966072,2.5385619,144.6819536,884.5519427,5991.0,4.50886,0.968041,9.59055,117.411,4.62e-05,-4.62e-05,0.497014,-0.497014,48.642242,-48.642242,1.2561876,-1.2561876,,,,,128.907,-128.907,0.0797627,-0.0797627,0.0469849,-0.0469849,0.006,-0.006,1.8135,-1.8135
4647.02,PC,11.0696104,3.1681143,591.1055416,2.5924247,107.1078742,820.4934142,5991.0,4.50886,0.968041,9.59055,117.411,7.94e-05,-7.94e-05,0.3949791,-0.3949791,54.31234,-54.31234,0.4423366,-0.4423366,,,,,128.907,-128.907,0.0797627,-0.0797627,0.0469849,-0.0469849,0.006,-0.006,1.8135,-1.8135
4648.01,KP,15.3886607,4.3300643,407.1050545,2.5382638,87.1069216,779.1712437,6101.0,4.44514,1.0623,8.97055,101.321,0.0001563,-0.0001563,0.4433065,-0.4433065,41.741627,-41.741627,0.2395857,-0.2395857,,,,,127.896,-127.896,0.0824554,-0.0824554,0.0498995,-0.0498995,0.006,-0.006,0.6285,-0.6285
4649.01,PC,15.0758735,3.502,645.0,2.41942,48.6781,735.0,5744.71,4.44026,1.01,10.1448,148.252,0.00018,-0.00018,0.756,-0.756,66.7862,-66.7862,0.205286,-0.205286,,,,,114.921,-114.921,0.0763711,-0.0763711,0.05,-0.05,0.006,-0.006,0.886,-0.886
465.01,KP,3.8361623,2.4128495,5357.577493,6.2369926,190.7135382,947.796565,4910.0,4.60108,0.84738,10.7307,122.066,1.1e-06,-1.1e-06,0.0453707,-0.0453707,45.253304,-45.253304,0.4478517,-0.4478517,,,,,,,,,0.0548341,-0.0548341,0.006,-0.006,0.6445,-0.6445
4650.01,PC,2.6672418,2.858,11150.0,8.5917,307.867,1166.0,4432.0,4.5,0.77,13.492,314.596,1.32e-05,-1.32e-05,0.437,-0.437,27.1318,-27.1318,,,,,,,122.0,-122.0,,,,,0.006,-0.006,3.232,-3.232
4651.01,PC,11.1878978,2.457,8190.0,10.1018,36.1679,683.0,5721.0,4.39,1.07,13.3592,686.148,0.0001038,-0.0001038,0.436,-0.436,27.3406,-27.3406,,,,,,,122.0,-122.0,,,,,0.006,-0.006,10.9605,-10.9605
4652.01,PC,18.6224802,4.088,9890.0,12.759,84.0311,843.0,5654.5,4.44,0.99,12.1679,356.061,7.43e-05,-7.43e-05,0.383,-0.383,281.863,-281.863,1.95431,-1.95431,,,,,119.5,-119.5,0.08,-0.08,0.05,-0.05,0.006,-0.006,4.274,-4.274
4653.01,PC,16.3764188,4.775,1230.0,4.23355,115.374,913.0,6397.0,4.36,1.24,11.3326,376.59,0.0003377,-0.0003377,1.016,-1.016,4.08131,-4.08131,0.33228,-0.33228,,,,,134.8,-134.8,0.09,-0.09,0.05,-0.05,0.006,-0.006,4.0305,-4.0305
4654.01,PC,10.6936683,2.411,10680.0,12.2512,37.24,688.0,5820.0,4.34,1.14,13.2157,695.482,6.14e-05,-6.14e-05,0.246,-0.246,19.1986,-19.1986,,,,,,,122.0,-122.0,,,,,0.008,-0.008,15.9005,-15.9005
4655.01,PC,3.6749802,1.743,23820.0,11.714,92.6245,864.0,5134.0,4.66,0.72,13.4227,382.837,0.0004913,-0.0004913,0.199,-0.199,26.0164,-26.0164,,,,,,,122.0,-122.0,,,,,0.006,-0.006,3.2985,-3.2985
4656.01,PC,3.439221,1.693,5050.0,6.2369,117.243,916.0,5053.0,4.48,0.87,13.3652,443.769,3.92e-05,-3.92e-05,0.374,-0.374,20.1469,-20.1469,,,,,,,122.0,-122.0,,,,,0.006,-0.006,7.307,-7.307
4657.01,PC,8.115667,0.9600196,1807.440023,5.8543726,344.4795703,1098.779675,6200.0,4.25,1.35175,11.5471,433.817,0.0007487,-0.0007487,0.8208085,-0.8208085,277.85287,-277.85287,10.665264,-10.665264,,,,,127.0,-127.0,0.08,-0.08,0.0653267,-0.0653267,0.007,-0.007,8.5375,-8.5375
4658.01,PC,6.0142432,2.262,1210.0,2.96676,103.111,887.0,5575.0,4.58,0.85,11.5047,222.47,7.77e-05,-7.77e-05,0.415,-0.415,4.92548,-4.92548,0.257235,-0.257235,,,,,130.4,-130.4,0.08,-0.08,0.04,-0.04,0.006,-0.006,1.8255,-1.8255
4659.01,PC,1.0451165,0.794,1010.0,6.13091,1195.11,1638.0,5921.2,4.11,1.52,10.9774,329.19,2.6e-06,-2.6e-06,0.334,-0.334,14.313,-14.313,0.690941,-0.690941,,,,,110.8,-110.8,0.07,-0.07,0.07,-0.07,0.007,-0.007,4.2275,-4.2275
466.01,KP,4.1876154,3.0070217,10906.18571,13.9002369,811.3504171,1361.199765,6675.0,4.20094,1.23733,12.8893,772.11,7e-06,-7e-06,0.0769377,-0.0769377,213.36957,-213.36957,0.6506094,-0.6506094,,,,,195.0,-195.0,,,0.0545729,-0.0545729,0.011,-0.011,11.145,-11.145
4660.01,PC,1.5090806,1.796,26050.0,14.3177,365.719,1218.0,4674.0,4.46,0.84,13.2616,257.346,3e-06,-3e-06,0.044,-0.044,1.84957,-1.84957,,,,,,,123.0,-123.0,,,,,0.007,-0.007,2.023,-2.023
4661.01,PC,8.8085782,1.92,9550.0,,,,,,,11.858,179.125,2.63e-05,-2.63e-05,0.443,-0.443,23.0241,-23.0241,,,,,,,,,,,,,0.017,-0.017,,
4662.01,PC,4.7034187,1.937,1390.0,2.58065,50.104,741.0,4481.0,4.6,0.69,11.4031,111.047,3.14e-05,-3.14e-05,0.255,-0.255,4.26765,-4.26765,0.257087,-0.257087,,,,,121.7,-121.7,0.09,-0.09,0.05,-0.05,0.006,-0.006,0.2885,-0.2885
4663.01,PC,5.2916448,2.645,17870.0,10.1289,51.2343,745.0,4397.1,4.56,0.75,13.0006,230.3,7.7e-06,-7.7e-06,0.123,-0.123,5.7147,-5.7147,,,,,,,77.2,-77.2,0.24,-0.24,,,0.006,-0.006,0.936,-0.936
4664.01,PC,3.0002713,3.519,8490.0,12.4821,1054.22,1587.0,5902.3,4.27,1.26,12.7285,606.404,8e-06,-8e-06,0.177,-0.177,2.57039,-2.57039,0.616435,-0.616435,,,,,102.6,-102.6,0.07,-0.07,0.06,-0.06,0.007,-0.007,10.2755,-10.2755
4665.01,PC,3.6831574,4.43,6190.0,12.4845,1500.66,1733.0,6304.0,4.09,1.66,13.2467,1196.83,2.49e-05,-2.49e-05,0.261,-0.261,4.19641,-4.19641,,,,,,,122.0,-122.0,,,,,0.006,-0.006,19.025,-19.025
4666.01,CP,2.9093856,2.075,45160.0,12.8688,46.992,729.0,3666.0,4.66,0.59,13.3272,154.749,0.0001922,-0.0001922,0.101,-0.101,16.1691,-16.1691,0.465005,-0.465005,,,,,157.0,-157.0,0.01,-0.01,0.02,-0.02,0.008,-0.008,0.5445,-0.5445
4667.01,PC,17.9450925,1.673,16550.0,13.3791,5.5686,427.0,5681.0,4.44,1.01,13.413,652.129,6.98e-05,-6.98e-05,0.202,-0.202,24.9114,-24.9114,,,,,,,122.0,-122.0,,,,,0.006,-0.006,11.3895,-11.3895
4668.01,PC,1.0049552,0.92,8600.0,5.19137,63.8249,787.0,3210.0,4.81,0.42,13.8371,106.188,0.0002556,-0.0002556,0.749,-0.749,1173.8,-1173.8,1.60086,-1.60086,,,,,157.0,-157.0,,,0.01,-0.01,0.008,-0.008,0.5875,-0.5875
4669.01,FP,0.2476684,0.401,2460.0,5.81442,1087.04,1599.0,4886.0,4.59,0.75,13.1599,320.901,2.85e-05,-2.85e-05,0.116,-0.116,68.7076,-68.7076,,,,,,,122.0,-122.0,,,,,0.007,-0.007,2.596,-2.596
467.01,FP,1.734422,2.32,1230.0,4.24151,4861.83,2326.0,5890.0,4.48757,0.94,10.2767,151.504,0.000265,-0.000265,1.258,-1.258,155.073,-155.073,1.2984,-1.2984,,,,,191.0,-191.0,0.273706,-0.273706,0.05,-0.05,0.006,-0.006,0.5135,-0.5135
4670.01,PC,15.5014296,1.663,90070.0,10.8287,0.691797,254.0,3382.0,4.87,0.36,14.8743,,0.002701,-0.002701,0.167,-0.167,154.555,-154.555,0.617651,-0.617651,,,,,157.0,-157.0,,,0.01,-0.01,0.008,-0.008,,
4671.01,PC,17.1470323,3.895,2310.0,5.37173,46.4785,727.0,5689.0,4.34,1.13,11.6733,325.257,0.0001936,-0.0001936,0.88,-0.88,5.11899,-5.11899,0.404925,-0.404925,,,,,125.6,-125.6,0.08,-0.08,0.06,-0.06,0.008,-0.008,6.6275,-6.6275
4672.01,PC,6.6132132,5.646,10010.0,15.5423,619.404,1389.0,6110.0,4.1,1.58,11.8795,559.243,1.65e-05,-1.65e-05,0.141,-0.141,1.54447,-1.54447,0.795715,-0.795715,,,,,105.1,-105.1,0.08,-0.08,0.08,-0.08,0.007,-0.007,15.677,-15.677
4673.01,PC,4.8667353,0.728,6370.0,16.8337,35.4585,679.0,5383.0,4.38,1.03,12.9735,480.34,2.13e-05,-2.13e-05,0.322,-0.322,4307.01,-4307.01,7.53444,-7.53444,,,,,126.5,-126.5,0.08,-0.08,0.06,-0.06,0.007,-0.007,8.857,-8.857
4674.01,PC,4.2430633,3.582,7270.0,12.965,459.164,1289.0,5595.0,4.07,1.53,13.1662,860.97,2.22e-05,-2.22e-05,0.286,-0.286,5.87641,-5.87641,,,,,,,122.0,-122.0,,,,,0.007,-0.007,17.4005,-17.4005
4675.01,PC,3.5779775,1.795,830.0,2.15124,54.0709,755.0,3991.0,4.67,0.61,11.0418,61.629,3.33e-05,-3.33e-05,0.409,-0.409,4.21371,-4.21371,0.251913,-0.251913,,,,,119.0,-119.0,0.12,-0.12,0.06,-0.06,0.006,-0.006,0.1918,-0.1918
4676.01,PC,13.291966,2.48,7360.0,8.65633,30.0086,652.0,5042.0,4.45,0.9,13.2172,428.86,6.6e-05,-6.6e-05,0.941,-0.941,334.279,-334.279,,,,,,,122.0,-122.0,,,,,0.006,-0.006,3.0135,-3.0135
4677.01,PC,4.0589926,0.789,2440.0,5.84962,28.012,640.0,5556.0,4.44,0.99,12.4969,408.611,1.87e-05,-1.87e-05,0.286,-0.286,60.256,-60.256,0.899575,-0.899575,,,,,136.2,-136.2,0.08,-0.08,0.05,-0.05,0.006,-0.006,3.435,-3.435
4678.01,PC,4.7743169,2.968,10690.0,12.3583,239.866,1096.0,5549.0,4.29,1.18,13.0862,614.098,2.39e-05,-2.39e-05,0.328,-0.328,10.7019,-10.7019,,,,,,,122.0,-122.0,,,,,0.007,-0.007,8.291,-8.291
4679.01,PC,6.8170909,4.392584,2977.574039,7.4200144,297.4095784,1059.15248,4955.0,,1.25717,11.7948,320.502,2.55e-05,-2.55e-05,0.2066674,-0.2066674,120.455444,-120.455444,0.5413704,-0.5413704,,,,,98.2,-98.2,,,0.0712463,-0.0712463,0.006,-0.006,3.954,-3.954
468.01,KP,3.3252703,2.0538144,34741.7763,11.5039006,47.331494,668.9710175,3724.0,4.68255,0.596801,13.3383,169.318,1.8e-06,-1.8e-06,0.0301296,-0.0301296,363.10464,-363.10464,0.3623092,-0.3623092,,,,,,,,,0.0179141,-0.0179141,0.007,-0.007,1.058,-1.058
4680.01,PC,17.4314043,4.06,8180.0,9.8169,43.2591,714.0,5923.0,4.4,1.08,13.1744,671.413,0.0001512,-0.0001512,0.323,-0.323,8.88644,-8.88644,,,,,,,122.0,-122.0,,,,,0.007,-0.007,6.7035,-6.7035
4681.01,PC,3.0421828,2.628,20390.0,14.5498,414.535,1257.0,5582.5,4.43,1.0,13.3206,567.879,0.0003832,-0.0003832,0.104,-0.104,8.40549,-8.40549,,,,,,,95.8,-95.8,,,,,0.01,-0.01,15.342,-15.342
4682.01,FP,6.7934811,1.824,5400.0,15.1938,111.068,904.0,6121.0,3.94,1.92,12.2624,816.554,2.65e-05,-2.65e-05,0.541,-0.541,24.0931,-24.0931,1.28426,-1.28426,,,,,128.9,-128.9,0.08,-0.08,0.1,-0.1,0.008,-0.008,20.548,-20.548
4683.01,FP,3.0929206,2.248,5640.0,11.6629,460.711,1290.0,5787.4,4.15,1.43,12.9876,757.235,1.83e-05,-1.83e-05,0.403,-0.403,9.49902,-9.49902,0.750498,-0.750498,,,,,106.0,-106.0,0.08,-0.08,0.07,-0.07,0.007,-0.007,15.262,-15.262
4684.01,PC,6.4879123,1.648,7260.0,16.7425,92.2897,863.0,6782.0,4.13,1.73,12.8181,1077.65,2.84e-05,-2.84e-05,0.202,-0.202,14.8105,-14.8105,1.12232,-1.12232,,,,,132.0,-132.0,0.09,-0.09,0.09,-0.09,0.008,-0.008,30.02,-30.02
4685.01,PC,7.0308254,3.198,1560.0,3.61495,149.202,973.0,5516.0,4.51,0.9,11.6829,249.796,8.81e-05,-8.81e-05,0.539,-0.539,5.49239,-5.49239,0.299195,-0.299195,,,,,127.1,-127.1,0.08,-0.08,0.05,-0.05,0.006,-0.006,1.8905,-1.8905
4686.01,PC,7.9461192,2.339,8750.0,13.6973,49.6833,739.0,5416.0,4.13,1.38,13.372,751.692,4.01e-05,-4.01e-05,0.27,-0.27,13.3111,-13.3111,,,,,,,125.0,-125.0,,,,,0.009,-0.009,47.713,-47.713
4687.01,PC,3.313358,3.014,6230.0,14.6999,817.242,1489.0,6209.0,3.97,1.87,13.3354,977.374,1.49e-05,-1.49e-05,0.242,-0.242,4.75613,-4.75613,,,,,,,122.0,-122.0,,,,,0.013,-0.013,28.735,-28.735
4688.01,PC,7.7688831,1.353,7970.0,11.4556,40.9939,704.0,5851.0,4.35,1.14,12.587,435.088,1.86e-05,-1.86e-05,0.361,-0.361,47.576,-47.576,1.05342,-1.05342,,,,,134.8,-134.8,0.08,-0.08,0.06,-0.06,0.01,-0.01,5.534,-5.534
4689.01,PC,2.4337374,1.835,12540.0,8.67796,116.886,916.0,4294.3,,0.74,12.52,,0.0001529,-0.0001529,0.092,-0.092,3.61706,-3.61706,1.32915,-1.32915,,,,,362.1,-362.1,,,0.11,-0.11,0.173,-0.173,,
469.01,CP,13.6308024,4.3426564,1179.103334,3.5493962,60.1603117,710.3089208,6114.0,4.5101,1.00528,8.7615,68.192,3.53e-05,-3.53e-05,0.1637294,-0.1637294,39.483753,-39.483753,0.3844907,-0.3844907,,,,,194.0,-194.0,0.263951,-0.263951,0.0565427,-0.0565427,0.006,-0.006,0.17675,-0.17675
4690.01,APC,11.5341529,1.332,1750.0,6.82739,19.425,584.0,6356.0,4.18,1.51,11.0796,395.245,8.6e-05,-8.6e-05,0.424,-0.424,15.5342,-15.5342,0.80733,-0.80733,,,,,137.3,-137.3,0.1,-0.1,0.1,-0.1,0.009,-0.009,20.5795,-20.5795
4691.01,PC,8.5725884,4.495,4880.0,10.4135,222.607,1076.0,5807.0,4.11,1.5,13.364,994.05,7.08e-05,-7.08e-05,0.54,-0.54,6.80098,-6.80098,,,,,,,122.0,-122.0,,,,,0.006,-0.006,14.6365,-14.6365
4692.01,PC,4.0519584,0.666,5310.0,10.7206,24.4556,619.0,5147.0,4.28,1.12,13.2815,574.438,0.000132,-0.000132,0.271,-0.271,406.308,-406.308,,,,,,,122.0,-122.0,,,,,0.006,-0.006,4.3645,-4.3645
4693.01,APC,1.9113216,1.167,7400.0,10.1581,223.347,1076.0,4578.0,4.25,1.05,11.8326,213.014,0.0001204,-0.0001204,0.271,-0.271,52.5326,-52.5326,1.14983,-1.14983,,,,,126.6,-126.6,0.1,-0.1,0.08,-0.08,0.007,-0.007,1.521,-1.521
4694.01,PC,5.629318,1.847,8030.0,14.4974,86.4308,849.0,5885.0,4.1,1.53,13.5249,759.794,0.0001422,-0.0001422,0.37,-0.37,49.2769,-49.2769,,,,,,,122.0,-122.0,,,,,0.008,-0.008,17.343,-17.343
4695.01,PC,35.7861915,2.924,20160.0,13.2073,8.69035,478.0,5755.0,4.59,0.85,12.4332,358.057,7.67e-05,-7.67e-05,0.245,-0.245,76.7743,-76.7743,1.04822,-1.04822,,,,,122.6,-122.6,0.08,-0.08,0.04,-0.04,0.006,-0.006,3.5235,-3.5235
4696.01,PC,4.1249095,3.025,5480.0,10.7709,453.643,1285.0,6007.5,4.16,1.44,13.3233,759.867,1.18e-05,-1.18e-05,0.199,-0.199,3.4778,-3.4778,,,,,,,24.5,-24.5,,,,,0.009,-0.009,23.365,-23.365
4697.01,PC,5.0274739,6.229,4070.0,13.8852,861.273,1509.0,5178.0,,2.12,13.5473,1206.44,9.84e-05,-9.84e-05,1.056,-1.056,12.2109,-12.2109,,,,,,,122.0,-122.0,,,,,0.007,-0.007,36.675,-36.675
4698.01,PC,4.2333233,2.325,10850.0,12.5093,217.929,1070.0,5696.0,4.33,1.14,13.5306,624.495,0.0013356,-0.0013356,0.358,-0.358,22.5524,-22.5524,,,,,,,33.7,-33.7,,,,,0.011,-0.011,14.802,-14.802
4699.01,PC,10.1766089,4.474,7980.0,11.0026,154.351,981.0,5452.0,4.26,1.19,13.2669,621.613,0.000103,-0.000103,1.133,-1.133,30.4434,-30.4434,,,,,,,122.0,-122.0,,,,,0.008,-0.008,8.748,-8.748
470.01,CP,12.1914558,3.3188127,2625.057074,4.6131319,44.7551381,659.6756823,5418.0,4.57259,0.840971,10.6995,130.46,4.08e-05,-4.08e-05,0.1826303,-0.1826303,104.49199,-104.49199,0.4213193,-0.4213193,,,,,185.0,-185.0,0.29621,-0.29621,0.0507437,-0.0507437,0.006,-0.006,0.3995,-0.3995
4700.01,APC,2.2964514,1.734,3430.0,,150.096,975.0,4391.0,,,13.8159,,1.23e-05,-1.23e-05,0.244,-0.244,7.97608,-7.97608,,,,,,,123.3,-123.3,,,,,0.009,-0.009,,
4701.01,PC,8.5821795,3.835,6790.0,9.30439,149.861,974.0,5818.0,4.38,1.1,12.735,532.228,6.05e-05,-6.05e-05,0.31,-0.31,7.07428,-7.07428,0.542853,-0.542853,,,,,127.8,-127.8,0.07,-0.07,0.05,-0.05,0.006,-0.006,5.3035,-5.3035
4702.01,PC,3.121702,3.323,12650.0,14.8115,842.648,1500.0,5944.0,4.25,1.29,12.2469,521.26,0.0002565,-0.0002565,0.111,-0.111,2.2599,-2.2599,0.787713,-0.787713,,,,,131.5,-131.5,0.08,-0.08,0.07,-0.07,0.008,-0.008,9.665,-9.665
4703.01,PC,5.1155806,3.042,6250.0,13.6976,366.902,1219.0,6349.0,4.07,1.71,13.1052,934.743,2.12e-05,-2.12e-05,0.198,-0.198,4.88072,-4.88072,,,,,,,122.0,-122.0,,,,,0.008,-0.008,23.838,-23.838
4704.01,APC,2.6875966,1.469,2480.0,13.3886,272.867,1132.0,5885.0,3.77,2.24,12.4562,954.316,1.18e-05,-1.18e-05,0.259,-0.259,7.03954,-7.03954,0.99904,-0.99904,,,,,131.4,-131.4,0.08,-0.08,0.13,-0.13,0.007,-0.007,31.9,-31.9
4705.01,PC,11.9140328,5.076,3050.0,9.89059,194.396,1040.0,5359.0,4.08,1.77,11.4616,454.797,4.91e-05,-4.91e-05,0.341,-0.341,1.79604,-1.79604,0.547111,-0.547111,,,,,235.8,-235.8,0.72,-0.72,0.09,-0.09,0.014,-0.014,8.648,-8.648
4706.01,PC,735.982363,5.289,9100.0,12.541,0.0728708,,5309.0,4.41,1.01,11.4558,217.627,9.53e-05,-9.53e-05,0.377,-0.377,76.3286,-76.3286,,,,,,,35.1,-35.1,2.0,-2.0,,,0.006,-0.006,,
4707.01,PC,0.4709937,0.336,1900.0,14.5973,2761.87,2019.0,6719.0,4.26,1.47,12.2096,688.203,6.64e-05,-6.64e-05,0.172,-0.172,1711.5,-1711.5,6.74063,-6.74063,,,,,153.5,-153.5,0.09,-0.09,0.08,-0.08,0.014,-0.014,17.597,-17.597
4708.01,PC,3.3560085,3.354,10850.0,15.1419,1635.6,1771.0,5906.0,4.26,1.27,13.4142,708.347,0.0008467,-0.0008467,0.938,-0.938,410.994,-410.994,,,,,,,123.0,-123.0,,,,,0.011,-0.011,18.3615,-18.3615
4709.01,APC,6.2397532,3.209,11490.0,7.89594,587.658,1371.0,5956.9,,0.5,12.8771,,3.09e-05,-3.09e-05,0.453,-0.453,2489.8,-2489.8,3.42391,-3.42391,,,,,807.0,-807.0,,,0.13,-0.13,0.009,-0.009,,
471.01,KP,3.5857076,2.7072065,11813.30293,15.8525901,1089.170986,1465.189392,6400.0,4.34435,1.34556,9.79059,201.224,1e-06,-1e-06,0.0136354,-0.0136354,53.431217,-53.431217,0.7387155,-0.7387155,,,,,,,,,0.0625502,-0.0625502,0.006,-0.006,1.1455,-1.1455
4710.01,PC,1.4798437,2.702,3090.0,8.37272,2205.43,1909.0,5475.0,4.07,1.5,12.8983,713.662,6.3e-06,-6.3e-06,0.322,-0.322,2.19901,-2.19901,0.524977,-0.524977,,,,,131.7,-131.7,0.08,-0.08,0.08,-0.08,0.006,-0.006,7.404,-7.404
4711.01,PC,3.7081082,6.54,1490.0,13.6266,1874.58,1833.0,5337.0,,3.56,12.6127,1162.16,8.35e-05,-8.35e-05,0.742,-0.742,3.69798,-3.69798,,,,,,,122.0,-122.0,,,,,0.03,-0.03,32.88,-32.88
4712.01,PC,8.8720052,3.592,4370.0,8.76898,117.013,916.0,5626.0,4.2,1.31,12.4505,494.543,6.2e-05,-6.2e-05,0.375,-0.375,4.12787,-4.12787,0.545847,-0.545847,,,,,138.4,-138.4,0.08,-0.08,0.07,-0.07,0.012,-0.012,6.571,-6.571
4713.01,APC,2.9532479,3.095,6210.0,,2007.04,1864.0,7076.3,,,11.8362,1028.39,1.26e-05,-1.26e-05,0.352,-0.352,5.10948,-5.10948,,,,,,,338.2,-338.2,,,,,0.006,-0.006,,
4714.01,PC,7.9144674,3.114,20760.0,14.5746,80.2209,833.0,5431.0,4.42,1.0,13.2837,517.611,5.53e-05,-5.53e-05,0.336,-0.336,29.3388,-29.3388,,,,,,,122.0,-122.0,,,,,0.017,-0.017,11.617,-11.617
4715.01,FP,6.4274159,1.277,3940.0,12.9491,41.0821,705.0,6227.0,4.12,1.58,11.907,583.6,3.42e-05,-3.42e-05,0.196,-0.196,17.406,-17.406,1.05624,-1.05624,,,,,148.7,-148.7,0.09,-0.09,0.09,-0.09,0.008,-0.008,14.2765,-14.2765
4716.01,PC,5.2376102,6.518,3830.0,16.2444,3686.59,2170.0,7666.0,3.87,2.59,12.9871,2046.79,8.49e-05,-8.49e-05,0.635,-0.635,7.13816,-7.13816,1.48178,-1.48178,,,,,178.1,-178.1,0.09,-0.09,0.2,-0.2,0.016,-0.016,144.535,-144.535
4717.01,PC,4.1583367,3.043,9610.0,16.0152,1509.9,1736.0,8131.7,4.35,1.55,13.187,1422.73,3.01e-05,-3.01e-05,0.315,-0.315,13.6963,-13.6963,,,,,,,53.4,-53.4,,,,,0.01,-0.01,64.565,-64.565
4718.01,PC,5.1409029,2.265,5830.0,8.29803,207.445,1057.0,6282.4,4.47,1.07,12.6581,563.123,3.46e-05,-3.46e-05,0.294,-0.294,13.1535,-13.1535,0.690693,-0.690693,,,,,140.6,-140.6,0.1,-0.1,0.07,-0.07,0.019,-0.019,9.377,-9.377
4719.01,PC,14.3953055,2.87,17315.0,11.615,23.3681,612.0,4850.0,4.56,0.77,12.4967,239.104,4.5e-05,-4.5e-05,0.466,-0.466,63.8537,-63.8537,1.03378,-1.03378,,,,,127.9,-127.9,0.09,-0.09,0.05,-0.05,0.006,-0.006,1.054,-1.054
472.01,APC,0.5682596,0.755,42540.0,24.8489,138.045,954.0,3294.0,4.438,0.5,12.3123,,1.2e-06,-1.2e-06,,,0.841172,-0.841172,0.784699,-0.784699,,,,,,,,,0.02,-0.02,0.007,-0.007,,
4720.01,PC,3.7810832,3.069,8030.0,15.3456,702.278,1434.0,6364.0,4.14,1.59,13.3224,1113.96,2.35e-05,-2.35e-05,0.311,-0.311,11.793,-11.793,,,,,,,122.0,-122.0,,,,,0.011,-0.011,33.535,-33.535
4721.01,PC,4.0086493,2.468972,9213.750642,7.2935622,161.1042737,908.6497573,4779.0,,0.77199,12.8219,285.885,1.6e-05,-1.6e-05,0.2147881,-0.2147881,342.70343,-342.70343,1.0111313,-1.0111313,,,,,,,,,,,0.008,-0.008,,
4722.01,PC,10.8910909,3.992,4350.0,10.6208,177.179,1016.0,6619.0,4.17,1.61,12.9256,942.214,9.78e-05,-9.78e-05,0.381,-0.381,7.60062,-7.60062,0.702194,-0.702194,,,,,499.3,-499.3,0.12,-0.12,0.08,-0.08,0.074,-0.074,21.1,-21.1
4723.01,PC,3.6590997,2.955,8630.0,14.6976,814.239,1488.0,6624.0,4.18,1.58,13.0796,982.931,0.0009724,-0.0009724,0.247,-0.247,10.288,-10.288,,,,,,,123.0,-123.0,,,,,0.011,-0.011,24.02,-24.02
4724.01,PC,3.572359,2.731,1300.0,3.43709,495.575,1314.0,5730.0,4.52,0.92,11.2567,225.229,3.12e-05,-3.12e-05,0.476,-0.476,4.16208,-4.16208,0.275018,-0.275018,,,,,135.0,-135.0,0.08,-0.08,0.05,-0.05,0.006,-0.006,2.11,-2.11
4725.01,PC,2.0763072,1.223,16220.0,12.6426,243.693,1100.0,5805.0,4.5,0.95,12.2651,367.045,3.4e-06,-3.4e-06,0.107,-0.107,5.73659,-5.73659,0.703632,-0.703632,,,,,134.4,-134.4,0.08,-0.08,0.05,-0.05,0.006,-0.006,5.0275,-5.0275
4726.01,PC,4.2971136,2.775,26010.0,14.1426,166.22,1000.0,5203.0,4.53,0.85,12.1022,250.87,0.0002266,-0.0002266,0.061,-0.061,2.99713,-2.99713,0.82402,-0.82402,,,,,142.5,-142.5,0.08,-0.08,0.05,-0.05,0.015,-0.015,2.1935,-2.1935
4727.01,PC,7.151653,1.193,11740.0,22.4773,44.731,720.0,5635.0,4.32,1.14,12.7858,467.492,2.81e-05,-2.81e-05,0.196,-0.196,4179.37,-4179.37,8.20837,-8.20837,,,,,250.5,-250.5,0.09,-0.09,0.06,-0.06,0.006,-0.006,5.2135,-5.2135
4728.01,PC,6.0879495,1.639,26720.0,12.8134,12.8029,526.0,3971.0,4.6,0.66,13.2415,196.016,1.4e-05,-1.4e-05,0.304,-0.304,76.755,-76.755,0.745785,-0.745785,,,,,157.0,-157.0,0.01,-0.01,0.02,-0.02,0.008,-0.008,1.4125,-1.4125
